3/28/2021,3622870,2436456,,,3622870,
3/29/2021,3622870,2483287,,,3622870,
3/30/2021,4053190,2546738,,,4053190,
3/31/2021,4524820,2614088,,,4524820,
4/1/2021,4524820,2687116,,,4524820,
4/2/2021,4524820,2759971,,,4524820,
4/3/2021,4524820,2835045,,,4524820,
4/4/2021,4524820,2886076,,,4524820,
4/5/2021,4524820,2935508,,,4524820,
4/6/2021,4524820,2990807,,,4524820,
4/7/2021,5012710,3073830,,,5012710,
4/8/2021,5012710,3167826,,,5012710,
4/9/2021,5012710,3269852,,,5012710,
4/10/2021,5012710,3377067,,,5012710,
4/11/2021,5068150,3479204,,,5068150,
4/12/2021,5147350,3580140,,,5147350,
4/13/2021,5147350,3700903,,,5147350,
4/14/2021,5635240,3821559,,,5635240,
4/15/2021,5635240,3941806,,,5635240,
4/16/2021,5635240,4059199,,,5635240,
4/17/2021,5756440,4173819,,,5756440,
4/18/2021,5899000,4284020,,,5899000,
4/19/2021,5899000,4392044,,,5899000,
4/20/2021,5899000,4503322,,,5899000,
4/21/2021,6386890,4610534,,,6386890,
4/22/2021,6386890,4706715,,,6386890,
4/23/2021,6386890,4795181,,,6386890,
4/24/2021,6456490,4882680,,,6456490,
4/25/2021,6498730,4970139,,,6498730,
4/26/2021,6498730,5057376,51085,,6498730,1390269
4/27/2021,6498730,5155007,52071,,6498730,1291652
4/28/2021,7245670,5252414,53055,,7245670,1940201
4/29/2021,7245670,5347966,54020,,7245670,1843684
4/30/2021,7324870,5448609,55036,,7324870,1821225
5/1/2021,7324870,5548858,56049,,7324870,1719963
5/2/2021,7963750,5656852,57140,,7963750,2249758
5/3/2021,7963750,5755953,58141,,7963750,2149656
5/4/2021,7963750,5865787,59250,,7963750,2038713
5/5/2021,8615440,5971646,60320,250000,8615440,2333474
5/6/2021,8615440,6095020,61566,,8615440,2458854
5/7/2021,8730640,6218760,62816,,8730640,2449064
5/8/2021,8730640,6345406,64095,,8730640,2321139
5/9/2021,8730640,6470476,65358,,8730640,2194806
5/10/2021,8730640,6589419,66560,,8730640,2074661
5/11/2021,8860000,6717694,67855,,8860000,2074451
5/12/2021,9583690,6853857,69231,,9583690,2660602
5/13/2021,9583690,7008068,70789,,9583690,2504833
5/14/2021,9698890,7157758,72301,,9698890,2468831
5/15/2021,9698890,7298925,73727,,9698890,2326238
5/16/2021,9698890,7448364,75236,,9698890,2175290
5/17/2021,9698890,7589934,76666,,9698890,2032290
5/18/2021,9698890,7744464,78227,,9698890,1876199
5/19/2021,10446580,7898773,79786,,10446580,2468021
5/20/2021,10561780,8047416,81287,,10561780,2433077
5/21/2021,10667380,8191558,82743,,10667380,2393079
5/22/2021,10667380,8335189,84194,,10667380,2247997
5/23/2021,10667380,8477203,85628,307798,10667380,1796751
5/24/2021,10667380,8616111,87031,307798,10667380,1656440
5/25/2021,10667380,8702725,87906,307798,10667380,1568951
5/26/2021,11319070,8805285,88942,307798,11319070,2117045
5/27/2021,11319070,9004501,90955,307798,11319070,1915816
5/28/2021,11657470,9137234,92295,307798,11657470,2120143
5/29/2021,11657470,9296269,93902,307798,11657470,1959501
5/30/2021,11657470,9456080,95516,326158,11657470,1779716
5/31/2021,11657470,9608511,97056,326158,11657470,1625745
6/1/2021,11657470,9767088,98657,326158,11657470,1465567
6/2/2021,12676540,9933050,100334,326158,12676540,2316998
6/3/2021,12676540,10099126,102011,380000,12676540,2095403
6/4/2021,13507420,10272295,103761,380000,13507420,2751364
6/5/2021,13507420,10438618,105441,380000,13507420,2583361
6/6/2021,13507420,10603208,107103,380000,13507420,2417109
6/7/2021,13507420,10774737,108836,380000,13507420,2243847
6/8/2021,13507420,10907972,110182,380000,13507420,2109266
6/9/2021,14410660,11145074,112577,470000,14410660,2683009
6/10/2021,14410660,11395454,115106,470000,14410660,2430100
6/11/2021,14776180,11640368,117579,470000,14776180,2548233
6/12/2021,14776180,11878295,119983,470000,14776180,2307902
6/13/2021,14776180,12208790,123321,470000,14776180,1974069
6/14/2021,14776180,12442350,125680,470000,14776180,1738150
6/15/2021,14776180,12651035,127788,470000,14776180,1527357
6/16/2021,15816252,12862499,129924,470000,15816252,2353829
6/17/2021,15816252,13067373,131994,470000,15816252,2146885
6/18/2021,16199782,13269681,134037,470000,16199782,2326064
6/19/2021,16199782,13472247,136083,470000,16199782,2121452
6/20/2021,16199782,13676759,138149,470000,16199782,1914874
6/21/2021,16199782,13875172,140153,470000,16199782,1714457
6/22/2021,16199782,14075757,142179,470000,16199782,1511846
6/23/2021,17506263,14276342,144205,530000,17506263,2555716
6/24/2021,17506263,14477525,146238,530000,17506263,2352500
6/25/2021,17707863,14680637,148289,530000,17707863,2348937
6/26/2021,17707863,14896699,150472,530000,17707863,2130692
6/27/2021,17707863,,0,630000,17707863,17077863
6/28/2021,17707863,,0,,17707863,17707863
6/29/2021,17707863,,0,,17707863,17707863
6/30/2021,19014344,,0,,19014344,19014344
7/1/2021,19014344,,0,,19014344,19014344
7/2/2021,20445007,,0,,20445007,20445007
12/24/2020,20445007,,0,,20445007,20445007
12/25/2020,20445007,,0,,20445007,20445007
12/26/2020,20445007,,0,,20445007,20445007
12/27/2020,20445007,,0,,20445007,20445007
12/28/2020,21167541,,0,,21167541,21167541
12/29/2020,21167541,,0,,21167541,21167541
12/30/2020,21511395,,0,,21511395,21511395
12/31/2020,21511395,,0,,21511395,21511395
1/1/2021,21511395,,0,,21511395,21511395
1/2/2021,21511395,,0,,21511395,21511395
1/3/2021,21511395,,0,,21511395,21511395
1/4/2021,22233929,,0,,22233929,22233929
1/5/2021,22233929,,0,,22233929,22233929
1/6/2021,22387529,,0,,22387529,22387529
1/7/2021,22387529,,0,,22387529,22387529
1/8/2021,22387529,,0,,22387529,22387529
1/9/2021,22387529,,0,,22387529,22387529
1/10/2021,22387529,,0,,22387529,22387529
1/11/2021,23017529,,0,,23017529,23017529
1/12/2021,23017529,,0,,23017529,23017529
1/13/2021,23171129,,0,,23171129,23171129
1/14/2021,23171129,,0,,23171129,23171129
1/15/2021,23171129,,0,,23171129,23171129
1/16/2021,23171129,,0,,23171129,23171129
1/17/2021,23171129,,0,,23171129,23171129
1/18/2021,23801129,,0,,23801129,23801129
1/19/2021,23801129,,0,,23801129,23801129
1/20/2021,23954729,,0,,23954729,23954729
1/21/2021,23954729,,0,,23954729,23954729
1/22/2021,23954729,,0,,23954729,23954729
1/23/2021,,,0,,,0
1/24/2021,,,0,,,0
1/25/2021,,,0,,,0
1/26/2021,,,0,,,0
1/27/2021,,,0,,,0
1/28/2021,,,0,,,0
1/29/2021,,,0,,,0
1/30/2021,,,0,,,0
1/31/2021,,,0,,,0
2/1/2021,,,0,,,0
2/2/2021,,,0,,,0
2/3/2021,,,0,,,0
2/4/2021,,,0,,,0
2/5/2021,,,0,,,0
2/6/2021,,,0,,,0
2/7/2021,,,0,,,0
2/8/2021,,,0,,,0
2/9/2021,,,0,,,0
2/10/2021,,,0,,,0
2/11/2021,,,0,,,0
2/12/2021,,,0,,,0
2/13/2021,,,0,,,0
2/14/2021,,,0,,,0
2/15/2021,,,0,,,0
2/16/2021,,,0,,,0
2/17/2021,,,0,,,0
2/18/2021,,,0,,,0
2/19/2021,,,0,,,0
2/20/2021,,,0,,,0
2/21/2021,,,0,,,0
2/22/2021,,,0,,,0
2/23/2021,,,0,,,0
2/24/2021,,,0,,,0
2/25/2021,,,0,,,0
2/26/2021,,,0,,,0
2/27/2021,,,0,,,0
2/28/2021,,,0,,,0
3/1/2021,,,0,,,0
3/2/2021,,,0,,,0
3/3/2021,,,0,,,0
3/4/2021,,,0,,,0
3/5/2021,,,0,,,0
3/6/2021,,,0,,,0
3/7/2021,,,0,,,0
3/8/2021,,,0,,,0
3/9/2021,,,0,,,0
3/10/2021,,,0,,,0
3/11/2021,,,0,,,0
3/12/2021,,,0,,,0
3/13/2021,,,0,,,0
3/14/2021,,,0,,,0
3/15/2021,,,0,,,0
3/16/2021,,,0,,,0
3/17/2021,,,0,,,0
3/18/2021,,,0,,,0
3/19/2021,,,0,,,0
3/20/2021,,,0,,,0
3/21/2021,,,0,,,0
3/22/2021,,,0,,,0
3/23/2021,,,0,,,0
3/24/2021,,,0,,,0
3/25/2021,,,0,,,0
3/26/2021,,,0,,,0
3/27/2021,,,0,,,0
3/28/2021,,,0,,,0
3/29/2021,,,0,,,0
3/30/2021,,,0,,,0
3/31/2021,,,0,,,0
4/1/2021,,,0,,,0
4/2/2021,,,0,,,0
4/3/2021,,,0,,,0
4/4/2021,,,0,,,0
4/5/2021,,,0,,,0
4/6/2021,,,0,,,0
4/7/2021,,,0,,,0
4/8/2021,,,0,,,0
4/9/2021,,,0,,,0
4/10/2021,,,0,,,0
4/11/2021,,,0,,,0
4/12/2021,,,0,,,0
4/13/2021,,,0,,,0
4/14/2021,,,0,,,0
4/15/2021,,,0,,,0
4/16/2021,,,0,,,0
4/17/2021,,,0,,,0
4/18/2021,,,0,,,0
4/19/2021,,,0,,,0
4/20/2021,,,0,,,0
4/21/2021,,,0,,,0
4/22/2021,,,0,,,0
4/23/2021,,,0,,,0
4/24/2021,,,0,,,0
4/25/2021,,,0,,,0
4/26/2021,,,0,,,0
4/27/2021,,,0,,,0
4/28/2021,,,0,,,0
4/29/2021,,,0,,,0
4/30/2021,,,0,,,0
5/1/2021,,,0,,,0
5/2/2021,,,0,,,0
5/3/2021,,,0,,,0
5/4/2021,,,0,,,0
5/5/2021,,,0,,,0
5/6/2021,,,0,,,0
5/7/2021,,,0,,,0
5/8/2021,,,0,,,0
5/9/2021,,,0,,,0
5/10/2021,,,0,,,0
5/11/2021,,,0,,,0
5/12/2021,,,0,,,0
5/13/2021,,,0,,,0
5/14/2021,,,0,,,0
5/15/2021,,,0,,,0
5/16/2021,,,0,,,0
5/17/2021,,,0,,,0
5/18/2021,,,0,,,0
5/19/2021,,,0,,,0
5/20/2021,,,0,,,0
5/21/2021,,,0,,,0
5/22/2021,,,0,,,0
5/23/2021,,,0,,,0
5/24/2021,,,0,,,0
5/25/2021,,,0,,,0
5/26/2021,,,0,,,0
5/27/2021,,,0,,,0
5/28/2021,,,0,,,0
5/29/2021,,,0,,,0
5/30/2021,,,0,,,0
5/31/2021,,,0,,,0
6/1/2021,,,0,,,0
6/2/2021,,,0,,,0
6/3/2021,,,0,,,0
6/4/2021,,,0,,,0
6/5/2021,,,0,,,0
6/6/2021,,,0,,,0
6/7/2021,,,0,,,0
6/8/2021,,,0,,,0
6/9/2021,,,0,,,0
6/10/2021,,,0,,,0
6/11/2021,,,0,,,0
6/12/2021,,,0,,,0
6/13/2021,,,0,,,0
6/14/2021,,,0,,,0
6/15/2021,,,0,,,0
6/16/2021,,,0,,,0
6/17/2021,,,0,,,0
6/18/2021,,,0,,,0
6/19/2021,,,0,,,0
6/20/2021,,,0,,,0
6/21/2021,,,0,,,0
6/22/2021,,,0,,,0
6/23/2021,,,0,,,0
6/24/2021,,,0,,,0
6/25/2021,,,0,,,0
6/26/2021,,,0,,,0
6/27/2021,,,0,,,0
6/28/2021,,,0,,,0
6/29/2021,,,0,,,0
6/30/2021,,,0,,,0
7/1/2021,,,0,,,0
7/2/2021,,,0,,,0
12/24/2020,,,0,,,0
12/25/2020,,,0,,,0
12/26/2020,,,0,,,0
12/27/2020,,,0,,,0
12/28/2020,,,0,,,0
12/29/2020,,,0,,,0
12/30/2020,,,0,,,0
12/31/2020,,,0,,,0
1/1/2021,,,0,,,0
1/2/2021,,,0,,,0
1/3/2021,,,0,,,0
1/4/2021,,,0,,,0
1/5/2021,,,0,,,0
1/6/2021,,,0,,,0
1/7/2021,,,0,,,0
1/8/2021,,,0,,,0
1/9/2021,,,0,,,0
1/10/2021,,,0,,,0
1/11/2021,,,0,,,0
1/12/2021,,,0,,,0
1/13/2021,,,0,,,0
1/14/2021,,,0,,,0
1/15/2021,,,0,,,0
1/16/2021,,,0,,,0
1/17/2021,,,0,,,0
1/18/2021,,,0,,,0
1/19/2021,,,0,,,0
1/20/2021,,,0,,,0
1/21/2021,,,0,,,0
1/22/2021,,,0,,,0
1/23/2021,,,0,,,0
1/24/2021,,,0,,,0
1/25/2021,,,0,,,0
1/26/2021,,,0,,,0
1/27/2021,,,0,,,0
1/28/2021,,,0,,,0
1/29/2021,,,0,,,0
1/30/2021,,,0,,,0
1/31/2021,,,0,,,0
2/1/2021,,,0,,,0
2/2/2021,,,0,,,0
2/3/2021,,,0,,,0
2/4/2021,,,0,,,0
2/5/2021,,,0,,,0
2/6/2021,,,0,,,0
2/7/2021,,,0,,,0
2/8/2021,,,0,,,0
2/9/2021,,,0,,,0
2/10/2021,,,0,,,0
2/11/2021,,,0,,,0
2/12/2021,,,0,,,0
2/13/2021,,,0,,,0
2/14/2021,,,0,,,0
2/15/2021,,,0,,,0
2/16/2021,,,0,,,0
2/17/2021,,,0,,,0
2/18/2021,,,0,,,0
2/19/2021,,,0,,,0
2/20/2021,,,0,,,0
2/21/2021,,,0,,,0
2/22/2021,,,0,,,0
2/23/2021,,,0,,,0
2/24/2021,,,0,,,0
2/25/2021,,,0,,,0
2/26/2021,,,0,,,0
2/27/2021,,,0,,,0
2/28/2021,,,0,,,0
3/1/2021,,,0,,,0
3/2/2021,,,0,,,0
3/3/2021,,,0,,,0
3/4/2021,,,0,,,0
3/5/2021,,,0,,,0
3/6/2021,,,0,,,0
3/7/2021,,,0,,,0
3/8/2021,,,0,,,0
3/9/2021,,,0,,,0
3/10/2021,,,0,,,0
3/11/2021,,,0,,,0
3/12/2021,,,0,,,0
3/13/2021,,,0,,,0
3/14/2021,,,0,,,0
3/15/2021,,,0,,,0
3/16/2021,,,0,,,0
3/17/2021,,,0,,,0
3/18/2021,,,0,,,0
3/19/2021,,,0,,,0
3/20/2021,,,0,,,0
3/21/2021,,,0,,,0
3/22/2021,,,0,,,0
3/23/2021,,,0,,,0
3/24/2021,,,0,,,0
3/25/2021,,,0,,,0
3/26/2021,,,0,,,0
3/27/2021,,,0,,,0
3/28/2021,,,0,,,0
3/29/2021,,,0,,,0
3/30/2021,,,0,,,0
3/31/2021,,,0,,,0
4/1/2021,,,0,,,0
4/2/2021,,,0,,,0
4/3/2021,,,0,,,0
4/4/2021,,,0,,,0
4/5/2021,,,0,,,0
4/6/2021,,,0,,,0
4/7/2021,,,0,,,0
4/8/2021,,,0,,,0
4/9/2021,,,0,,,0
4/10/2021,,,0,,,0
4/11/2021,,,0,,,0
4/12/2021,,,0,,,0
4/13/2021,,,0,,,0
4/14/2021,,,0,,,0
4/15/2021,,,0,,,0
4/16/2021,,,0,,,0
4/17/2021,,,0,,,0
4/18/2021,,,0,,,0
4/19/2021,,,0,,,0
4/20/2021,,,0,,,0
4/21/2021,,,0,,,0
4/22/2021,,,0,,,0
4/23/2021,,,0,,,0
4/24/2021,,,0,,,0
4/25/2021,,,0,,,0
4/26/2021,,,0,,,0
4/27/2021,,,0,,,0
4/28/2021,,,0,,,0
4/29/2021,,,0,,,0
4/30/2021,,,0,,,0
5/1/2021,,,0,,,0
5/2/2021,,,0,,,0
5/3/2021,,,0,,,0
5/4/2021,,,0,,,0
5/5/2021,,,0,,,0
5/6/2021,,,0,,,0
5/7/2021,,,0,,,0
5/8/2021,,,0,,,0
5/9/2021,,,0,,,0
5/10/2021,,,0,,,0
5/11/2021,,,0,,,0
5/12/2021,,,0,,,0
5/13/2021,,,0,,,0
5/14/2021,,,0,,,0
5/15/2021,,,0,,,0
5/16/2021,,,0,,,0
5/17/2021,,,0,,,0
5/18/2021,,,0,,,0
5/19/2021,,,0,,,0
5/20/2021,,,0,,,0
5/21/2021,,,0,,,0
5/22/2021,,,0,,,0
5/23/2021,,,0,,,0
5/24/2021,,,0,,,0
5/25/2021,,,0,,,0
5/26/2021,,,0,,,0
5/27/2021,,,0,,,0
5/28/2021,,,0,,,0
5/29/2021,,,0,,,0
5/30/2021,,,0,,,0
5/31/2021,,,0,,,0
6/1/2021,,,0,,,0
6/2/2021,,,0,,,0
6/3/2021,,,0,,,0
6/4/2021,,,0,,,0
6/5/2021,,,0,,,0
6/6/2021,,,0,,,0
6/7/2021,,,0,,,0
6/8/2021,,,0,,,0
6/9/2021,,,0,,,0
6/10/2021,,,0,,,0
6/11/2021,,,0,,,0
6/12/2021,,,0,,,0
6/13/2021,,,0,,,0
6/14/2021,,,0,,,0
6/15/2021,,,0,,,0
6/16/2021,,,0,,,0
6/17/2021,,,0,,,0
6/18/2021,,,0,,,0
6/19/2021,,,0,,,0
6/20/2021,,,0,,,0
6/21/2021,,,0,,,0
6/22/2021,,,0,,,0
6/23/2021,,,0,,,0
6/24/2021,,,0,,,0
6/25/2021,,,0,,,0
6/26/2021,,,0,,,0
6/27/2021,,,0,,,0
6/28/2021,,,0,,,0
6/29/2021,,,0,,,0
6/30/2021,,,0,,,0
7/1/2021,,,0,,,0
7/2/2021,,,0,,,0
12/24/2020,,,0,,,0
12/25/2020,,,0,,,0
12/26/2020,,,0,,,0
12/27/2020,,,0,,,0
12/28/2020,,,0,,,0
12/29/2020,,,0,,,0
12/30/2020,,,0,,,0
12/31/2020,,,0,,,0
1/1/2021,,,0,,,0
1/2/2021,,,0,,,0
1/3/2021,,,0,,,0
1/4/2021,,,0,,,0
1/5/2021,,,0,,,0
1/6/2021,,,0,,,0
1/7/2021,,,0,,,0
1/8/2021,,,0,,,0
1/9/2021,,,0,,,0
1/10/2021,,,0,,,0
1/11/2021,,,0,,,0
1/12/2021,,,0,,,0
1/13/2021,,,0,,,0
1/14/2021,,,0,,,0
1/15/2021,,,0,,,0
1/16/2021,,,0,,,0
1/17/2021,,,0,,,0
1/18/2021,,,0,,,0
1/19/2021,,,0,,,0
1/20/2021,,,0,,,0
1/21/2021,,,0,,,0
1/22/2021,,,0,,,0
1/23/2021,,,0,,,0
1/24/2021,,,0,,,0
1/25/2021,,,0,,,0
1/26/2021,,,0,,,0
1/27/2021,,,0,,,0
1/28/2021,,,0,,,0
1/29/2021,,,0,,,0
1/30/2021,,,0,,,0
1/31/2021,,,0,,,0
2/1/2021,,,0,,,0
2/2/2021,,,0,,,0
2/3/2021,,,0,,,0
2/4/2021,,,0,,,0
2/5/2021,,,0,,,0
2/6/2021,,,0,,,0
2/7/2021,,,0,,,0
2/8/2021,,,0,,,0
2/9/2021,,,0,,,0
2/10/2021,,,0,,,0
2/11/2021,,,0,,,0
2/12/2021,,,0,,,0
2/13/2021,,,0,,,0
2/14/2021,,,0,,,0
2/15/2021,,,0,,,0
2/16/2021,,,0,,,0
2/17/2021,,,0,,,0
2/18/2021,,,0,,,0
2/19/2021,,,0,,,0
2/20/2021,,,0,,,0
2/21/2021,,,0,,,0
2/22/2021,,,0,,,0
2/23/2021,,,0,,,0
2/24/2021,,,0,,,0
2/25/2021,,,0,,,0
2/26/2021,,,0,,,0
2/27/2021,,,0,,,0
2/28/2021,,,0,,,0
3/1/2021,,,0,,,0
3/2/2021,,,0,,,0
3/3/2021,,,0,,,0
3/4/2021,,,0,,,0
3/5/2021,,,0,,,0
3/6/2021,,,0,,,0
3/7/2021,,,0,,,0
3/8/2021,,,0,,,0
3/9/2021,,,0,,,0
3/10/2021,,,0,,,0
3/11/2021,,,0,,,0
3/12/2021,,,0,,,0
3/13/2021,,,0,,,0
3/14/2021,,,0,,,0
3/15/2021,,,0,,,0
3/16/2021,,,0,,,0
3/17/2021,,,0,,,0
3/18/2021,,,0,,,0
3/19/2021,,,0,,,0
3/20/2021,,,0,,,0
3/21/2021,,,0,,,0
3/22/2021,,,0,,,0
3/23/2021,,,0,,,0
3/24/2021,,,0,,,0
3/25/2021,,,0,,,0
3/26/2021,,,0,,,0
3/27/2021,,,0,,,0
3/28/2021,,,0,,,0
3/29/2021,,,0,,,0
3/30/2021,,,0,,,0
3/31/2021,,,0,,,0
4/1/2021,,,0,,,0
4/2/2021,,,0,,,0
4/3/2021,,,0,,,0
4/4/2021,,,0,,,0
4/5/2021,,,0,,,0
4/6/2021,,,0,,,0
4/7/2021,,,0,,,0
4/8/2021,,,0,,,0
4/9/2021,,,0,,,0
4/10/2021,,,0,,,0
4/11/2021,,,0,,,0
4/12/2021,,,0,,,0
4/13/2021,,,0,,,0
4/14/2021,,,0,,,0
4/15/2021,,,0,,,0
4/16/2021,,,0,,,0
4/17/2021,,,0,,,0
4/18/2021,,,0,,,0
4/19/2021,,,0,,,0
4/20/2021,,,0,,,0
4/21/2021,,,0,,,0
4/22/2021,,,0,,,0
4/23/2021,,,0,,,0
4/24/2021,,,0,,,0
4/25/2021,,,0,,,0
4/26/2021,,,0,,,0
4/27/2021,,,0,,,0
4/28/2021,,,0,,,0
4/29/2021,,,0,,,0
4/30/2021,,,0,,,0
5/1/2021,,,0,,,0
5/2/2021,,,0,,,0
5/3/2021,,,0,,,0
5/4/2021,,,0,,,0
5/5/2021,,,0,,,0
5/6/2021,,,0,,,0
5/7/2021,,,0,,,0
5/8/2021,,,0,,,0
5/9/2021,,,0,,,0
5/10/2021,,,0,,,0
5/11/2021,,,0,,,0
5/12/2021,,,0,,,0
5/13/2021,,,0,,,0
5/14/2021,,,0,,,0
5/15/2021,,,0,,,0
5/16/2021,,,0,,,0
5/17/2021,,,0,,,0
5/18/2021,,,0,,,0
5/19/2021,,,0,,,0
5/20/2021,,,0,,,0
5/21/2021,,,0,,,0
5/22/2021,,,0,,,0
5/23/2021,,,0,,,0
5/24/2021,,,0,,,0
5/25/2021,,,0,,,0
5/26/2021,,,0,,,0
5/27/2021,,,0,,,0
5/28/2021,,,0,,,0
5/29/2021,,,0,,,0
5/30/2021,,,0,,,0
5/31/2021,,,0,,,0
6/1/2021,,,0,,,0
6/2/2021,,,0,,,0
6/3/2021,,,0,,,0
6/4/2021,,,0,,,0
6/5/2021,,,0,,,0
6/6/2021,,,0,,,0
6/7/2021,,,0,,,0
6/8/2021,,,0,,,0
6/9/2021,,,0,,,0
6/10/2021,,,0,,,0
6/11/2021,,,0,,,0
6/12/2021,,,0,,,0
6/13/2021,,,0,,,0
6/14/2021,,,0,,,0
6/15/2021,,,0,,,0
6/16/2021,,,0,,,0
6/17/2021,,,0,,,0
6/18/2021,,,0,,,0
6/19/2021,,,0,,,0
6/20/2021,,,0,,,0
6/21/2021,,,0,,,0
6/22/2021,,,0,,,0
6/23/2021,,,0,,,0
6/24/2021,,,0,,,0
6/25/2021,,,0,,,0
6/26/2021,,,0,,,0
6/27/2021,,,0,,,0
6/28/2021,,,0,,,0
6/29/2021,,,0,,,0
6/30/2021,,,0,,,0
7/1/2021,,,0,,,0
7/2/2021,,,0,,,0
12/24/2020,,,0,,,0
12/25/2020,,,0,,,0
12/26/2020,,,0,,,0
12/27/2020,,,0,,,0
12/28/2020,,,0,,,0
12/29/2020,,,0,,,0
12/30/2020,,,0,,,0
12/31/2020,,,0,,,0
1/1/2021,,,0,,,0
1/2/2021,,,0,,,0
1/3/2021,,,0,,,0
1/4/2021,,,0,,,0
1/5/2021,,,0,,,0
1/6/2021,,,0,,,0
1/7/2021,,,0,,,0
1/8/2021,,,0,,,0
1/9/2021,,,0,,,0
1/10/2021,,,0,,,0
1/11/2021,,,0,,,0
1/12/2021,,,0,,,0
1/13/2021,,,0,,,0
1/14/2021,,,0,,,0
1/15/2021,,,0,,,0
1/16/2021,,,0,,,0
1/17/2021,,,0,,,0
1/18/2021,,,0,,,0
1/19/2021,,,0,,,0
1/20/2021,,,0,,,0
1/21/2021,,,0,,,0
1/22/2021,,,0,,,0
1/23/2021,,,0,,,0
1/24/2021,,,0,,,0
1/25/2021,,,0,,,0
1/26/2021,,,0,,,0
1/27/2021,,,0,,,0
1/28/2021,,,0,,,0
1/29/2021,,,0,,,0
1/30/2021,,,0,,,0
1/31/2021,,,0,,,0
2/1/2021,,,0,,,0
2/2/2021,,,0,,,0
2/3/2021,,,0,,,0
2/4/2021,,,0,,,0
2/5/2021,,,0,,,0
2/6/2021,,,0,,,0
2/7/2021,,,0,,,0
2/8/2021,,,0,,,0
2/9/2021,,,0,,,0
2/10/2021,,,0,,,0
