date;infected;seroprevlence;Pfizer - vaccinated;Pfizer;Moderna - vaccinated;moderna;AstraZeneca - vaccinated;Azeneca;CureVac-vaccinated;CureVac;Janssen - vaccinated;Janssen;Sanofi - vaccinated;Sanofi;total.vaccinated;total.pop;a60p;a70p;a80p;a90p
18/11/2021;750000;1700000;9232786,304;18465572,61;2589239,13;5178478,261;5850000;11700000;3295652,174;6591304,348;5112500;10225000;1557880;3115761;31697609;17461543;10476926;12223080;13969234;15715389
19/11/2021;750000;1700000;9246916,739;18493833,48;2600652,174;5201304,348;5850000;11700000;3310869,565;6621739,13;5125000;10250000;1589674;3179348;31797338;17461543;10476926;12223080;13969234;15715389
20/11/2021;750000;1700000;9261047,174;18522094,35;2612065,217;5224130,435;5850000;11700000;3326086,957;6652173,913;5137500;10275000;1621467;3242935;31897066;17461543;10476926;12223080;13969234;15715389
21/11/2021;750000;1700000;9275177,609;18550355,22;2623478,261;5246956,522;5850000;11700000;3341304,348;6682608,696;5150000;10300000;1653261;3306522;31996795;17461543;10476926;12223080;13969234;15715389
22/11/2021;750000;1700000;9289308,043;18578616,09;2634891,304;5269782,609;5850000;11700000;3356521,739;6713043,478;5162500;10325000;1685054;3370109;32096523;17461543;10476926;12223080;13969234;15715389
23/11/2021;750000;1700000;9303438,478;18606876,96;2646304,348;5292608,696;5850000;11700000;3371739,13;6743478,261;5175000;10350000;1716848;3433696;32196251;17461543;10476926;12223080;13969234;15715389
24/11/2021;750000;1700000;9317568,913;18635137,83;2657717,391;5315434,783;5850000;11700000;3386956,522;6773913,043;5187500;10375000;1748641;3497283;32295979;17461543;10476926;12223080;13969234;15715389
25/11/2021;750000;1700000;9331699,348;18663398,7;2669130,435;5338260,87;5850000;11700000;3402173,913;6804347,826;5200000;10400000;1780435;3560870;32395707;17461543;10476926;12223080;13969234;15715389
26/11/2021;750000;1700000;9345829,783;18691659,57;2680543,478;5361086,957;5850000;11700000;3417391,304;6834782,609;5212500;10425000;1812228;3624457;32495436;17461543;10476926;12223080;13969234;15715389
27/11/2021;750000;1700000;9359960,217;18719920,43;2691956,522;5383913,043;5850000;11700000;3432608,696;6865217,391;5225000;10450000;1844022;3688043;32595164;17461543;10476926;12223080;13969234;15715389
28/11/2021;750000;1700000;9374090,652;18748181,3;2703369,565;5406739,13;5850000;11700000;3447826,087;6895652,174;5237500;10475000;1875815;3751630;32694893;17461543;10476926;12223080;13969234;15715389
29/11/2021;750000;1700000;9388221,087;18776442,17;2714782,609;5429565,217;5850000;11700000;3463043,478;6926086,957;5250000;10500000;1907609;3815217;32794621;17461543;10476926;12223080;13969234;15715389
30/11/2021;750000;1700000;9402351,522;18804703,04;2726195,652;5452391,304;5850000;11700000;3478260,87;6956521,739;5262500;10525000;1939402;3878804;32894349;17461543;10476926;12223080;13969234;15715389
01/12/2021;750000;1700000;9416481,957;18832963,91;2737608,696;5475217,391;5850000;11700000;3493478,261;6986956,522;5275000;10550000;1971196;3942391;32994077;17461543;10476926;12223080;13969234;15715389
02/12/2021;750000;1700000;9430612,391;18861224,78;2749021,739;5498043,478;5850000;11700000;3508695,652;7017391,304;5287500;10575000;2002989;4005978;33093805;17461543;10476926;12223080;13969234;15715389
03/12/2021;750000;1700000;9444742,826;18889485,65;2760434,783;5520869,565;5850000;11700000;3523913,043;7047826,087;5300000;10600000;2034783;4069565;33193534;17461543;10476926;12223080;13969234;15715389
04/12/2021;750000;1700000;9458873,261;18917746,52;2771847,826;5543695,652;5850000;11700000;3539130,435;7078260,87;5312500;10625000;2066576;4133152;33293262;17461543;10476926;12223080;13969234;15715389
05/12/2021;750000;1700000;9473003,696;18946007,39;2783260,87;5566521,739;5850000;11700000;3554347,826;7108695,652;5325000;10650000;2098370;4196739;33392991;17461543;10476926;12223080;13969234;15715389
06/12/2021;750000;1700000;9487134,13;18974268,26;2794673,913;5589347,826;5850000;11700000;3569565,217;7139130,435;5337500;10675000;2130163;4260326;33492718;17461543;10476926;12223080;13969234;15715389
07/12/2021;750000;1700000;9501264,565;19002529,13;2806086,957;5612173,913;5850000;11700000;3584782,609;7169565,217;5350000;10700000;2161957;4323913;33592447;17461543;10476926;12223080;13969234;15715389
08/12/2021;750000;1700000;9515395;19030790;2817500;5635000;5850000;11700000;3600000;7200000;5362500;10725000;2193750;4387500;33692175;17461543;10476926;12223080;13969234;15715389
09/12/2021;750000;1700000;9529525,435;19059050,87;2828913,043;5657826,087;5850000;11700000;3615217,391;7230434,783;5375000;10750000;2225543;4451087;33791903;17461543;10476926;12223080;13969234;15715389
10/12/2021;750000;1700000;9543655,87;19087311,74;2840326,087;5680652,174;5850000;11700000;3630434,783;7260869,565;5387500;10775000;2257337;4514674;33891632;17461543;10476926;12223080;13969234;15715389
11/12/2021;750000;1700000;9557786,304;19115572,61;2851739,13;5703478,261;5850000;11700000;3645652,174;7291304,348;5400000;10800000;2289130;4578261;33991359;17461543;10476926;12223080;13969234;15715389
12/12/2021;750000;1700000;9571916,739;19143833,48;2863152,174;5726304,348;5850000;11700000;3660869,565;7321739,13;5412500;10825000;2320924;4641848;34091088;17461543;10476926;12223080;13969234;15715389
13/12/2021;750000;1700000;9586047,174;19172094,35;2874565,217;5749130,435;5850000;11700000;3676086,957;7352173,913;5425000;10850000;2352717;4705435;34190816;17461543;10476926;12223080;13969234;15715389
14/12/2021;750000;1700000;9600177,609;19200355,22;2885978,261;5771956,522;5850000;11700000;3691304,348;7382608,696;5437500;10875000;2384511;4769022;34290545;17461543;10476926;12223080;13969234;15715389
15/12/2021;750000;1700000;9614308,043;19228616,09;2897391,304;5794782,609;5850000;11700000;3706521,739;7413043,478;5450000;10900000;2416304;4832609;34390273;17461543;10476926;12223080;13969234;15715389
16/12/2021;750000;1700000;9628438,478;19256876,96;2908804,348;5817608,696;5850000;11700000;3721739,13;7443478,261;5462500;10925000;2448098;4896196;34490001;17461543;10476926;12223080;13969234;15715389
17/12/2021;750000;1700000;9642568,913;19285137,83;2920217,391;5840434,783;5850000;11700000;3736956,522;7473913,043;5475000;10950000;2479891;4959783;34589729;17461543;10476926;12223080;13969234;15715389
18/12/2021;750000;1700000;9656699,348;19313398,7;2931630,435;5863260,87;5850000;11700000;3752173,913;7504347,826;5487500;10975000;2511685;5023370;34689457;17461543;10476926;12223080;13969234;15715389
19/12/2021;750000;1700000;9670829,783;19341659,57;2943043,478;5886086,957;5850000;11700000;3767391,304;7534782,609;5500000;11000000;2543478;5086957;34789186;17461543;10476926;12223080;13969234;15715389
20/12/2021;750000;1700000;9684960,217;19369920,43;2954456,522;5908913,043;5850000;11700000;3782608,696;7565217,391;5512500;11025000;2575272;5150543;34888914;17461543;10476926;12223080;13969234;15715389
21/12/2021;750000;1700000;9699090,652;19398181,3;2965869,565;5931739,13;5850000;11700000;3797826,087;7595652,174;5525000;11050000;2607065;5214130;34988643;17461543;10476926;12223080;13969234;15715389
22/12/2021;750000;1700000;9713221,087;19426442,17;2977282,609;5954565,217;5850000;11700000;3813043,478;7626086,957;5537500;11075000;2638859;5277717;35088371;17461543;10476926;12223080;13969234;15715389
23/12/2021;750000;1700000;9727351,522;19454703,04;2988695,652;5977391,304;5850000;11700000;3828260,87;7656521,739;5550000;11100000;2670652;5341304;35188099;17461543;10476926;12223080;13969234;15715389
24/12/2021;750000;1700000;9741481,957;19482963,91;3000108,696;6000217,391;5850000;11700000;3843478,261;7686956,522;5562500;11125000;2702446;5404891;35287827;17461543;10476926;12223080;13969234;15715389
25/12/2021;750000;1700000;9755612,391;19511224,78;3011521,739;6023043,478;5850000;11700000;3858695,652;7717391,304;5575000;11150000;2734239;5468478;35387555;17461543;10476926;12223080;13969234;15715389
26/12/2021;750000;1700000;9769742,826;19539485,65;3022934,783;6045869,565;5850000;11700000;3873913,043;7747826,087;5587500;11175000;2766033;5532065;35487284;17461543;10476926;12223080;13969234;15715389
27/12/2021;750000;1700000;9783873,261;19567746,52;3034347,826;6068695,652;5850000;11700000;3889130,435;7778260,87;5600000;11200000;2797826;5595652;35587012;17461543;10476926;12223080;13969234;15715389
28/12/2021;750000;1700000;9798003,696;19596007,39;3045760,87;6091521,739;5850000;11700000;3904347,826;7808695,652;5612500;11225000;2829620;5659239;35686741;17461543;10476926;12223080;13969234;15715389
29/12/2021;750000;1700000;9812134,13;19624268,26;3057173,913;6114347,826;5850000;11700000;3919565,217;7839130,435;5625000;11250000;2861413;5722826;35786468;17461543;10476926;12223080;13969234;15715389
30/12/2021;750000;1700000;9826264,565;19652529,13;3068586,957;6137173,913;5850000;11700000;3934782,609;7869565,217;5637500;11275000;2893207;5786413;35886197;17461543;10476926;12223080;13969234;15715389
31/12/2021;750000;1700000;9840395;19680790;3080000;6160000;5850000;11700000;3950000;7900000;5650000;11300000;2925000;5850000;35985925;17461543;10476926;12223080;13969234;15715389
01/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;4150000;8300000;5650000;11300000;3342857;6685714;36560925;17461543;10476926;12223080;13969234;15715389
02/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;4350000;8700000;5650000;11300000;3760714;7521429;37135925;17461543;10476926;12223080;13969234;15715389
03/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;4550000;9100000;5650000;11300000;4178571;8357143;37710925;17461543;10476926;12223080;13969234;15715389
04/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;4750000;9500000;5650000;11300000;4596429;9192857;38285925;17461543;10476926;12223080;13969234;15715389
05/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;4950000;9900000;5650000;11300000;5014286;10028571;38860925;17461543;10476926;12223080;13969234;15715389
06/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;5150000;10300000;5650000;11300000;5432143;10864286;39435925;17461543;10476926;12223080;13969234;15715389
07/01/2022;750000;1700000;9840395;19680790;3110000;6220000;5850000;11700000;5350000;10700000;5650000;11300000;5850000;11700000;40010925;17461543;10476926;12223080;13969234;15715389
