date;infected;seroprevlence;Pfizer - vaccinated;Pfizer;Moderna - vaccinated;moderna;AstraZeneca - vaccinated;Azeneca;CureVac-vaccinated;CureVac;Janssen - vaccinated;Janssen;Sanofi - vaccinated;Sanofi;total.vaccinated;total.pop;a60p;a70p;a80p;a90p
27/12/2020;750000;1700000;0;0;0;;0;;0;;0;;0;;0;17461543;10476926;12223080;13969234;15715389
28/12/2020;750000;1700000;21815,625;43631,25;0;;0;;0;;0;;0;;21816;17461543;10476926;12223080;13969234;15715389
29/12/2020;750000;1700000;43631,25;87262,5;0;;0;;0;;0;;0;;43631;17461543;10476926;12223080;13969234;15715389
30/12/2020;750000;1700000;65446,875;130893,75;0;;0;;0;;0;;0;;65447;17461543;10476926;12223080;13969234;15715389
31/12/2020;750000;1700000;82387,5;164775;0;;0;;0;;0;;0;;87263;17461543;10476926;12223080;13969234;15715389
01/01/2021;750000;1700000;91417,25806;182834,5161;0;0;0;;0;0;0;;0;;97893;17461543;10476926;12223080;13969234;15715389
02/01/2021;750000;1700000;100447,0161;200894,0323;0;0;0;;0;0;0;;0;;108524;17461543;10476926;12223080;13969234;15715389
03/01/2021;750000;1700000;109476,7742;218953,5484;0;0;0;;0;0;0;;0;;119154;17461543;10476926;12223080;13969234;15715389
04/01/2021;750000;1700000;118506,5323;237013,0645;0;0;0;;0;0;0;;0;;129785;17461543;10476926;12223080;13969234;15715389
05/01/2021;750000;1700000;127536,2903;255072,5806;0;0;0;;0;0;0;;0;;140416;17461543;10476926;12223080;13969234;15715389
06/01/2021;750000;1700000;136566,0484;273132,0968;0;0;0;;0;0;0;;0;;151046;17461543;10476926;12223080;13969234;15715389
07/01/2021;750000;1700000;145595,8065;291191,6129;0;0;0;;0;0;0;;0;;161677;17461543;10476926;12223080;13969234;15715389
08/01/2021;750000;1700000;154625,5645;309251,129;0;0;0;;0;0;0;;0;;172308;17461543;10476926;12223080;13969234;15715389
09/01/2021;750000;1700000;163655,3226;327310,6452;0;0;0;;0;0;0;;0;;182938;17461543;10476926;12223080;13969234;15715389
10/01/2021;750000;1700000;172685,0806;345370,1613;0;0;0;;0;0;0;;0;;193569;17461543;10476926;12223080;13969234;15715389
11/01/2021;750000;1700000;181714,8387;363429,6774;2500;5000;0;;0;0;0;;0;;206700;17461543;10476926;12223080;13969234;15715389
12/01/2021;750000;1700000;190744,5968;381489,1935;5000;10000;0;;0;0;0;;0;;219830;17461543;10476926;12223080;13969234;15715389
13/01/2021;750000;1700000;199774,3548;399548,7097;7500;15000;0;;0;0;0;;0;;232961;17461543;10476926;12223080;13969234;15715389
14/01/2021;750000;1700000;208804,1129;417608,2258;10000;20000;0;;0;0;0;;0;;246092;17461543;10476926;12223080;13969234;15715389
15/01/2021;750000;1700000;217833,871;435667,7419;12500;25000;0;;0;0;0;;0;;259222;17461543;10476926;12223080;13969234;15715389
16/01/2021;750000;1700000;226863,629;453727,2581;15000;30000;0;;0;0;0;;0;;272353;17461543;10476926;12223080;13969234;15715389
17/01/2021;750000;1700000;235893,3871;471786,7742;17500;35000;0;;0;0;0;;0;;285483;17461543;10476926;12223080;13969234;15715389
18/01/2021;750000;1700000;244923,1452;489846,2903;20000;40000;0;;0;0;0;;0;;298614;17461543;10476926;12223080;13969234;15715389
19/01/2021;750000;1700000;253952,9032;507905,8065;22500;45000;0;;0;0;0;;0;;311745;17461543;10476926;12223080;13969234;15715389
20/01/2021;750000;1700000;262982,6613;525965,3226;25000;50000;0;;0;0;0;;0;;324875;17461543;10476926;12223080;13969234;15715389
21/01/2021;750000;1700000;272012,4194;544024,8387;27500;55000;0;;0;0;0;;0;;338006;17461543;10476926;12223080;13969234;15715389
22/01/2021;750000;1700000;281042,1774;562084,3548;30000;60000;0;;0;0;0;;0;;351137;17461543;10476926;12223080;13969234;15715389
23/01/2021;750000;1700000;290071,9355;580143,871;32500;65000;0;;0;0;0;;0;;364267;17461543;10476926;12223080;13969234;15715389
24/01/2021;750000;1700000;299101,6935;598203,3871;35000;70000;0;;0;0;0;;0;;377398;17461543;10476926;12223080;13969234;15715389
25/01/2021;750000;1700000;308131,4516;616262,9032;37500;75000;0;;0;0;0;;0;;390529;17461543;10476926;12223080;13969234;15715389
26/01/2021;750000;1700000;317161,2097;634322,4194;40000;80000;0;;0;0;0;;0;;403659;17461543;10476926;12223080;13969234;15715389
27/01/2021;750000;1700000;326190,9677;652381,9355;42500;85000;0;;0;0;0;;0;;416790;17461543;10476926;12223080;13969234;15715389
28/01/2021;750000;1700000;335220,7258;670441,4516;45000;90000;0;;0;0;0;;0;;429921;17461543;10476926;12223080;13969234;15715389
29/01/2021;750000;1700000;344250,4839;688500,9677;47500;95000;0;;0;0;0;;0;;443051;17461543;10476926;12223080;13969234;15715389
30/01/2021;750000;1700000;353280,2419;706560,4839;50000;100000;0;;0;0;0;;0;;456182;17461543;10476926;12223080;13969234;15715389
31/01/2021;750000;1700000;362310;724620;52500;105000;0;;0;0;0;;0;;469313;17461543;10476926;12223080;13969234;15715389
01/02/2021;750000;1700000;374950,1786;749900,3571;55000;110000;0;;0;0;0;;0;;483843;17461543;10476926;12223080;13969234;15715389
02/02/2021;750000;1700000;387590,3571;775180,7143;57500;115000;0;;0;0;0;;0;;498374;17461543;10476926;12223080;13969234;15715389
03/02/2021;750000;1700000;400230,5357;800461,0714;60000;120000;0;;0;0;0;;0;;512905;17461543;10476926;12223080;13969234;15715389
04/02/2021;750000;1700000;412870,7143;825741,4286;62500;125000;0;;0;0;0;;0;;527436;17461543;10476926;12223080;13969234;15715389
05/02/2021;750000;1700000;425510,8929;851021,7857;65000;130000;0;;0;0;0;;0;;541967;17461543;10476926;12223080;13969234;15715389
06/02/2021;750000;1700000;438151,0714;876302,1429;67500;135000;0;;0;0;0;;0;;556497;17461543;10476926;12223080;13969234;15715389
07/02/2021;750000;1700000;450791,25;901582,5;70000;140000;0;;0;0;0;;0;;571028;17461543;10476926;12223080;13969234;15715389
08/02/2021;750000;1700000;463431,4286;926862,8571;72500;145000;12979,75;25959,5;0;0;0;;0;;628828,2308;17461543;10476926;12223080;13969234;15715389
09/02/2021;750000;1700000;476071,6071;952143,2143;75000;150000;25959,5;51919;0;0;0;;0;;686628,4615;17461543;10476926;12223080;13969234;15715389
10/02/2021;750000;1700000;488711,7857;977423,5714;77500;155000;38939,25;77878,5;0;0;0;;0;;744428,6923;17461543;10476926;12223080;13969234;15715389
11/02/2021;750000;1700000;501351,9643;1002703,929;80000;160000;51919;103838;0;0;0;;0;;802227,9231;17461543;10476926;12223080;13969234;15715389
12/02/2021;750000;1700000;513992,1429;1027984,286;82500;165000;64898,75;129797,5;0;0;0;;0;;860028,1538;17461543;10476926;12223080;13969234;15715389
13/02/2021;750000;1700000;526632,3214;1053264,643;85000;170000;77878,5;155757;0;0;0;;0;;917828,3846;17461543;10476926;12223080;13969234;15715389
14/02/2021;750000;1700000;539272,5;1078545;87500;175000;90858,25;181716,5;0;0;0;;0;;975628,6154;17461543;10476926;12223080;13969234;15715389
15/02/2021;750000;1700000;551912,6786;1103825,357;90000;180000;103838;207676;0;0;0;;0;;1033428,846;17461543;10476926;12223080;13969234;15715389
16/02/2021;750000;1700000;564552,8571;1129105,714;92500;185000;116817,75;233635,5;0;0;0;;0;;1091228,077;17461543;10476926;12223080;13969234;15715389
17/02/2021;750000;1700000;577193,0357;1154386,071;95000;190000;129797,5;259595;0;0;0;;0;;1149028,308;17461543;10476926;12223080;13969234;15715389
18/02/2021;750000;1700000;589833,2143;1179666,429;97500;195000;142777,25;285554,5;0;0;0;;0;;1206828,538;17461543;10476926;12223080;13969234;15715389
19/02/2021;750000;1700000;602473,3929;1204946,786;100000;200000;155757;311514;0;0;0;;0;;1264628,769;17461543;10476926;12223080;13969234;15715389
20/02/2021;750000;1700000;615113,5714;1230227,143;102500;205000;168736,75;337473,5;0;0;0;;0;;1322429;17461543;10476926;12223080;13969234;15715389
21/02/2021;750000;1700000;627753,75;1255507,5;105000;210000;181716,5;363433;0;0;0;;0;;1380228,231;17461543;10476926;12223080;13969234;15715389
22/02/2021;750000;1700000;640393,9286;1280787,857;107500;215000;194696,25;389392,5;0;0;0;;0;;1438028,462;17461543;10476926;12223080;13969234;15715389
23/02/2021;750000;1700000;653034,1071;1306068,214;110000;220000;207676;415352;0;0;0;;0;;1495828,692;17461543;10476926;12223080;13969234;15715389
24/02/2021;750000;1700000;665674,2857;1331348,571;112500;225000;220655,75;441311,5;0;0;0;;0;;1553628,923;17461543;10476926;12223080;13969234;15715389
25/02/2021;750000;1700000;678314,4643;1356628,929;115000;230000;233635,5;467271;0;0;0;;0;;1611429,154;17461543;10476926;12223080;13969234;15715389
26/02/2021;750000;1700000;690954,6429;1381909,286;117500;235000;246615,25;493230,5;0;0;0;;0;;1669228,385;17461543;10476926;12223080;13969234;15715389
27/02/2021;750000;1700000;703594,8214;1407189,643;120000;240000;259595;519190;0;0;0;;0;;1727028,615;17461543;10476926;12223080;13969234;15715389
28/02/2021;750000;1700000;716235;1432470;122500;245000;272574,75;545149,5;0;0;0;;0;;1784828,846;17461543;10476926;12223080;13969234;15715389
01/03/2021;750000;1700000;733143,3871;1466286,774;125000;250000;285554,5;571109;0;0;0;;0;;1848251,077;17461543;10476926;12223080;13969234;15715389
02/03/2021;750000;1700000;750051,7742;1500103,548;127500;255000;298534,25;597068,5;0;0;0;;0;;1911673,308;17461543;10476926;12223080;13969234;15715389
03/03/2021;750000;1700000;766960,1613;1533920,323;130000;260000;311514;623028;0;0;0;;0;;1975096,538;17461543;10476926;12223080;13969234;15715389
04/03/2021;750000;1700000;783868,5484;1567737,097;132500;265000;324493,75;648987,5;0;0;0;;0;;2038518,769;17461543;10476926;12223080;13969234;15715389
05/03/2021;750000;1700000;800776,9355;1601553,871;135000;270000;337473,5;674947;0;0;0;;0;;2101941;17461543;10476926;12223080;13969234;15715389
06/03/2021;750000;1700000;817685,3226;1635370,645;137500;275000;350453,25;700906,5;0;0;0;;0;;2165363,231;17461543;10476926;12223080;13969234;15715389
07/03/2021;750000;1700000;834593,7097;1669187,419;140000;280000;363433;726866;0;0;0;;0;;2228786,462;17461543;10476926;12223080;13969234;15715389
08/03/2021;750000;1700000;851502,0968;1703004,194;142500;285000;376412,75;752825,5;0;0;0;;0;;2292208,692;17461543;10476926;12223080;13969234;15715389
09/03/2021;750000;1700000;868410,4839;1736820,968;145000;290000;389392,5;778785;0;0;0;;0;;2355630,923;17461543;10476926;12223080;13969234;15715389
10/03/2021;750000;1700000;885318,871;1770637,742;147500;295000;402372,25;804744,5;0;0;0;;0;;2419053,154;17461543;10476926;12223080;13969234;15715389
11/03/2021;750000;1700000;902227,2581;1804454,516;150000;300000;415352;830704;0;0;0;;0;;2482475,385;17461543;10476926;12223080;13969234;15715389
12/03/2021;750000;1700000;919135,6452;1838271,29;152500;305000;428331,75;856663,5;0;0;0;;0;;2545898,615;17461543;10476926;12223080;13969234;15715389
13/03/2021;750000;1700000;936044,0323;1872088,065;155000;310000;441311,5;882623;0;0;0;;0;;2609320,846;17461543;10476926;12223080;13969234;15715389
14/03/2021;750000;1700000;952952,4194;1905904,839;157500;315000;454291,25;908582,5;0;0;0;;0;;2672743,077;17461543;10476926;12223080;13969234;15715389
15/03/2021;750000;1700000;969860,8065;1939721,613;160000;320000;467271;934542;0;0;0;;0;;2736165,308;17461543;10476926;12223080;13969234;15715389
16/03/2021;750000;1700000;986769,1935;1973538,387;162500;325000;480250,75;960501,5;0;0;0;;0;;2799588,538;17461543;10476926;12223080;13969234;15715389
17/03/2021;750000;1700000;1003677,581;2007355,161;165000;330000;493230,5;986461;0;0;0;;0;;2863010,769;17461543;10476926;12223080;13969234;15715389
18/03/2021;750000;1700000;1020585,968;2041171,935;167500;335000;506210,25;1012420,5;0;0;0;;0;;2926433;17461543;10476926;12223080;13969234;15715389
19/03/2021;750000;1700000;1037494,355;2074988,71;170000;340000;519190;1038380;0;0;0;;0;;2989855,231;17461543;10476926;12223080;13969234;15715389
20/03/2021;750000;1700000;1054402,742;2108805,484;172500;345000;532169,75;1064339,5;0;0;0;;0;;3053278,462;17461543;10476926;12223080;13969234;15715389
21/03/2021;750000;1700000;1071311,129;2142622,258;175000;350000;545149,5;1090299;0;0;0;;0;;3116700,692;17461543;10476926;12223080;13969234;15715389
22/03/2021;750000;1700000;1088219,516;2176439,032;177500;355000;558129,25;1116258,5;0;0;0;;0;;3180122,923;17461543;10476926;12223080;13969234;15715389
23/03/2021;750000;1700000;1105127,903;2210255,806;180000;360000;571109;1142218;0;0;0;;0;;3243545,154;17461543;10476926;12223080;13969234;15715389
24/03/2021;750000;1700000;1122036,29;2244072,581;182500;365000;584088,75;1168177,5;0;0;0;;0;;3306967,385;17461543;10476926;12223080;13969234;15715389
25/03/2021;750000;1700000;1138944,677;2277889,355;185000;370000;597068,5;1194137;0;0;0;;0;;3370390,615;17461543;10476926;12223080;13969234;15715389
26/03/2021;750000;1700000;1155853,065;2311706,129;187500;375000;610048,25;1220096,5;0;0;0;;0;;3433812,846;17461543;10476926;12223080;13969234;15715389
27/03/2021;750000;1700000;1172761,452;2345522,903;190000;380000;623028;1246056;0;0;0;;0;;3497235,077;17461543;10476926;12223080;13969234;15715389
28/03/2021;750000;1700000;1189669,839;2379339,677;192500;385000;636007,75;1272015,5;0;0;0;;0;;3560657,308;17461543;10476926;12223080;13969234;15715389
29/03/2021;750000;1700000;1206578,226;2413156,452;195000;390000;648987,5;1297975;0;0;0;;0;;3624080,538;17461543;10476926;12223080;13969234;15715389
30/03/2021;750000;1700000;1223486,613;2446973,226;197500;395000;661967,25;1323934,5;0;0;0;;0;;3687502,769;17461543;10476926;12223080;13969234;15715389
31/03/2021;750000;1700000;1240395;2480790;200000;400000;674947;1349894;0;0;0;0;0;;3750925;17461543;10476926;12223080;13969234;15715389
01/04/2021;750000;1700000;1283252,143;2566504,286;207472,5275;414945,0549;712287,1374;1424574,275;12637,36264;25274,72527;16483,51648;32967,03297;0;;3871584,429;17461543;10476926;12223080;13969234;15715389
02/04/2021;750000;1700000;1326109,286;2652218,571;214945,0549;429890,1099;749672,2747;1499344,549;25274,72527;50549,45055;32967,03297;65934,06593;0;;3992243,857;17461543;10476926;12223080;13969234;15715389
03/04/2021;750000;1700000;1368966,429;2737932,857;222417,5824;444835,1648;787034,9121;1574069,824;37912,08791;75824,17582;49450,54945;98901,0989;0;;4112903,286;17461543;10476926;12223080;13969234;15715389
04/04/2021;750000;1700000;1411823,571;2823647,143;229890,1099;459780,2198;824397,5495;1648795,099;50549,45055;101098,9011;65934,06593;131868,1319;0;;4233562,714;17461543;10476926;12223080;13969234;15715389
05/04/2021;750000;1700000;1454680,714;2909361,429;237362,6374;474725,2747;861760,1868;1723520,374;63186,81319;126373,6264;82417,58242;164835,1648;0;;4354222,143;17461543;10476926;12223080;13969234;15715389
06/04/2021;750000;1700000;1497537,857;2995075,714;244835,1648;489670,3297;899122,8242;1798245,648;75824,17582;151648,3516;98901,0989;197802,1978;0;;4474880,571;17461543;10476926;12223080;13969234;15715389
07/04/2021;750000;1700000;1540395;3080790;252307,6923;504615,3846;936485,4615;1872970,923;88461,53846;176923,0769;115384,6154;230769,2308;0;;4595540;17461543;10476926;12223080;13969234;15715389
08/04/2021;750000;1700000;1583252,143;3166504,286;259780,2198;519560,4396;973848,0989;1947696,198;101098,9011;202197,8022;131868,1319;263736,2637;0;;4716199,429;17461543;10476926;12223080;13969234;15715389
09/04/2021;750000;1700000;1626109,286;3252218,571;267252,7473;534505,4945;1011210,736;2022421,473;113736,2637;227472,5275;148351,6484;296703,2967;0;;4836858,857;17461543;10476926;12223080;13969234;15715389
10/04/2021;750000;1700000;1668966,429;3337932,857;274725,2747;549450,5495;1048573,374;2097146,747;126373,6264;252747,2527;164835,1648;329670,3297;0;;4957517,286;17461543;10476926;12223080;13969234;15715389
11/04/2021;750000;1700000;1711823,571;3423647,143;282197,8022;564395,6044;1085936,011;2171872,022;139010,989;278021,978;181318,6813;362637,3626;0;;5078177,714;17461543;10476926;12223080;13969234;15715389
12/04/2021;750000;1700000;1754680,714;3509361,429;289670,3297;579340,6593;1123298,648;2246597,297;151648,3516;303296,7033;197802,1978;395604,3956;0;;5198836,143;17461543;10476926;12223080;13969234;15715389
13/04/2021;750000;1700000;1797537,857;3595075,714;297142,8571;594285,7143;1160661,286;2321322,571;164285,7143;328571,4286;214285,7143;428571,4286;0;;5319496,571;17461543;10476926;12223080;13969234;15715389
14/04/2021;750000;1700000;1840395;3680790;304615,3846;609230,7692;1198023,923;2396047,846;176923,0769;353846,1538;230769,2308;461538,4615;0;;5440155;17461543;10476926;12223080;13969234;15715389
15/04/2021;750000;1700000;1883252,143;3766504,286;312087,9121;624175,8242;1235386,56;2470773,121;189560,4396;379120,8791;247252,7473;494505,4945;0;;5560815,429;17461543;10476926;12223080;13969234;15715389
16/04/2021;750000;1700000;1926109,286;3852218,571;319560,4396;639120,8791;1272749,198;2545498,396;202197,8022;404395,6044;263736,2637;527472,5275;0;;5681474,857;17461543;10476926;12223080;13969234;15715389
17/04/2021;750000;1700000;1968966,429;3937932,857;327032,967;654065,9341;1310111,835;2620223,67;214835,1648;429670,3297;280219,7802;560439,5604;0;;5802134,286;17461543;10476926;12223080;13969234;15715389
18/04/2021;750000;1700000;2011823,571;4023647,143;334505,4945;669010,989;1347474,473;2694948,945;227472,5275;454945,0549;296703,2967;593406,5934;0;;5922792,714;17461543;10476926;12223080;13969234;15715389
19/04/2021;750000;1700000;2054680,714;4109361,429;341978,022;683956,044;1384837,11;2769674,22;240109,8901;480219,7802;313186,8132;626373,6264;0;;6043452,143;17461543;10476926;12223080;13969234;15715389
20/04/2021;750000;1700000;2097537,857;4195075,714;349450,5495;698901,0989;1422199,747;2844399,495;252747,2527;505494,5055;329670,3297;659340,6593;0;;6164112,571;17461543;10476926;12223080;13969234;15715389
21/04/2021;750000;1700000;2140395;4280790;356923,0769;713846,1538;1459562,385;2919124,769;265384,6154;530769,2308;346153,8462;692307,6923;0;;6284771;17461543;10476926;12223080;13969234;15715389
22/04/2021;750000;1700000;2183252,143;4366504,286;364395,6044;728791,2088;1496925,022;2993850,044;278021,978;556043,956;362637,3626;725274,7253;0;;6405431,429;17461543;10476926;12223080;13969234;15715389
23/04/2021;750000;1700000;2226109,286;4452218,571;371868,1319;743736,2637;1534287,659;3068575,319;290659,3407;581318,6813;379120,8791;758241,7582;0;;6526089,857;17461543;10476926;12223080;13969234;15715389
24/04/2021;750000;1700000;2268966,429;4537932,857;379340,6593;758681,3187;1571650,297;3143300,593;303296,7033;606593,4066;395604,3956;791208,7912;0;;6646750,286;17461543;10476926;12223080;13969234;15715389
25/04/2021;750000;1700000;2311823,571;4623647,143;386813,1868;773626,3736;1609012,934;3218025,868;315934,0659;631868,1319;412087,9121;824175,8242;0;;6767408,714;17461543;10476926;12223080;13969234;15715389
26/04/2021;750000;1700000;2354680,714;4709361,429;394285,7143;788571,4286;1646375,571;3292751,143;328571,4286;657142,8571;428571,4286;857142,8571;0;;6888068,143;17461543;10476926;12223080;13969234;15715389
27/04/2021;750000;1700000;2397537,857;4795075,714;401758,2418;803516,4835;1683738,209;3367476,418;341208,7912;682417,5824;445054,9451;890109,8901;0;;7008727,571;17461543;10476926;12223080;13969234;15715389
28/04/2021;750000;1700000;2440395;4880790;409230,7692;818461,5385;1721100,846;3442201,692;353846,1538;707692,3077;461538,4615;923076,9231;0;;7129387;17461543;10476926;12223080;13969234;15715389
29/04/2021;750000;1700000;2483252,143;4966504,286;416703,2967;833406,5934;1758463,484;3516926,967;366483,5165;732967,033;478021,978;956043,956;0;;7250045,429;17461543;10476926;12223080;13969234;15715389
30/04/2021;750000;1700000;2526109,286;5052218,571;424175,8242;848351,6484;1795826,121;3591652,242;379120,8791;758241,7582;494505,4945;989010,989;0;;7370704,857;17461543;10476926;12223080;13969234;15715389
01/05/2021;750000;1700000;2568966,429;5137932,857;431648,3516;863296,7033;1833188,758;3666377,516;391758,2418;783516,4835;510989,011;1021978,022;0;;7491364,286;17461543;10476926;12223080;13969234;15715389
02/05/2021;750000;1700000;2611823,571;5223647,143;439120,8791;878241,7582;1870551,396;3741102,791;404395,6044;808791,2088;527472,5275;1054945,055;0;;7612023,714;17461543;10476926;12223080;13969234;15715389
03/05/2021;750000;1700000;2654680,714;5309361,429;446593,4066;893186,8132;1907914,033;3815828,066;417032,967;834065,9341;543956,044;1087912,088;0;;7732683,143;17461543;10476926;12223080;13969234;15715389
04/05/2021;750000;1700000;2697537,857;5395075,714;454065,9341;908131,8681;1945276,67;3890553,341;429670,3297;859340,6593;560439,5604;1120879,121;0;;7853342,571;17461543;10476926;12223080;13969234;15715389
05/05/2021;750000;1700000;2740395;5480790;461538,4615;923076,9231;1982639,308;3965278,615;442307,6923;884615,3846;576923,0769;1153846,154;0;;7974001;17461543;10476926;12223080;13969234;15715389
06/05/2021;750000;1700000;2783252,143;5566504,286;469010,989;938021,978;2020001,945;4040003,89;454945,0549;909890,1099;593406,5934;1186813,187;0;;8094661,429;17461543;10476926;12223080;13969234;15715389
07/05/2021;750000;1700000;2826109,286;5652218,571;476483,5165;952967,033;2057364,582;4114729,165;467582,4176;935164,8352;609890,1099;1219780,22;0;;8215320,857;17461543;10476926;12223080;13969234;15715389
08/05/2021;750000;1700000;2868966,429;5737932,857;483956,044;967912,0879;2094727,22;4189454,44;480219,7802;960439,5604;626373,6264;1252747,253;0;;8335980,286;17461543;10476926;12223080;13969234;15715389
09/05/2021;750000;1700000;2911823,571;5823647,143;491428,5714;982857,1429;2132089,857;4264179,714;492857,1429;985714,2857;642857,1429;1285714,286;0;;8456639,714;17461543;10476926;12223080;13969234;15715389
10/05/2021;750000;1700000;2954680,714;5909361,429;498901,0989;997802,1978;2169452,495;4338904,989;505494,5055;1010989,011;659340,6593;1318681,319;0;;8577298,143;17461543;10476926;12223080;13969234;15715389
11/05/2021;750000;1700000;2997537,857;5995075,714;506373,6264;1012747,253;2206815,132;4413630,264;518131,8681;1036263,736;675824,1758;1351648,352;0;;8697957,571;17461543;10476926;12223080;13969234;15715389
12/05/2021;750000;1700000;3040395;6080790;513846,1538;1027692,308;2244177,769;4488355,538;530769,2308;1061538,462;692307,6923;1384615,385;0;;8818616;17461543;10476926;12223080;13969234;15715389
13/05/2021;750000;1700000;3083252,143;6166504,286;521318,6813;1042637,363;2281540,407;4563080,813;543406,5934;1086813,187;708791,2088;1417582,418;0;;8939276,429;17461543;10476926;12223080;13969234;15715389
14/05/2021;750000;1700000;3126109,286;6252218,571;528791,2088;1057582,418;2318903,044;4637806,088;556043,956;1112087,912;725274,7253;1450549,451;0;;9059934,857;17461543;10476926;12223080;13969234;15715389
15/05/2021;750000;1700000;3168966,429;6337932,857;536263,7363;1072527,473;2356265,681;4712531,363;568681,3187;1137362,637;741758,2418;1483516,484;0;;9180595,286;17461543;10476926;12223080;13969234;15715389
16/05/2021;750000;1700000;3211823,571;6423647,143;543736,2637;1087472,527;2393628,319;4787256,637;581318,6813;1162637,363;758241,7582;1516483,516;0;;9301254,714;17461543;10476926;12223080;13969234;15715389
17/05/2021;750000;1700000;3254680,714;6509361,429;551208,7912;1102417,582;2430990,956;4861981,912;593956,044;1187912,088;774725,2747;1549450,549;0;;9421915,143;17461543;10476926;12223080;13969234;15715389
18/05/2021;750000;1700000;3297537,857;6595075,714;558681,3187;1117362,637;2468353,593;4936707,187;606593,4066;1213186,813;791208,7912;1582417,582;0;;9542573,571;17461543;10476926;12223080;13969234;15715389
19/05/2021;750000;1700000;3340395;6680790;566153,8462;1132307,692;2505716,231;5011432,462;619230,7692;1238461,538;807692,3077;1615384,615;0;;9663234;17461543;10476926;12223080;13969234;15715389
20/05/2021;750000;1700000;3383252,143;6766504,286;573626,3736;1147252,747;2543078,868;5086157,736;631868,1319;1263736,264;824175,8242;1648351,648;0;;9783892,429;17461543;10476926;12223080;13969234;15715389
21/05/2021;750000;1700000;3426109,286;6852218,571;581098,9011;1162197,802;2580441,505;5160883,011;644505,4945;1289010,989;840659,3407;1681318,681;0;;9904551,857;17461543;10476926;12223080;13969234;15715389
22/05/2021;750000;1700000;3468966,429;6937932,857;588571,4286;1177142,857;2617804,143;5235608,286;657142,8571;1314285,714;857142,8571;1714285,714;0;;10025210,29;17461543;10476926;12223080;13969234;15715389
23/05/2021;750000;1700000;3511823,571;7023647,143;596043,956;1192087,912;2655166,78;5310333,56;669780,2198;1339560,44;873626,3736;1747252,747;0;;10145869,71;17461543;10476926;12223080;13969234;15715389
24/05/2021;750000;1700000;3554680,714;7109361,429;603516,4835;1207032,967;2692529,418;5385058,835;682417,5824;1364835,165;890109,8901;1780219,78;0;;10266529,14;17461543;10476926;12223080;13969234;15715389
25/05/2021;750000;1700000;3597537,857;7195075,714;610989,011;1221978,022;2729892,055;5459784,11;695054,9451;1390109,89;906593,4066;1813186,813;0;;10387188,57;17461543;10476926;12223080;13969234;15715389
26/05/2021;750000;1700000;3640395;7280790;618461,5385;1236923,077;2767254,692;5534509,385;707692,3077;1415384,615;923076,9231;1846153,846;0;;10507849;17461543;10476926;12223080;13969234;15715389
27/05/2021;750000;1700000;3683252,143;7366504,286;625934,0659;1251868,132;2804617,33;5609234,659;720329,6703;1440659,341;939560,4396;1879120,879;0;;10628507,43;17461543;10476926;12223080;13969234;15715389
28/05/2021;750000;1700000;3726109,286;7452218,571;633406,5934;1266813,187;2841979,967;5683959,934;732967,033;1465934,066;956043,956;1912087,912;0;;10749166,86;17461543;10476926;12223080;13969234;15715389
29/05/2021;750000;1700000;3768966,429;7537932,857;640879,1209;1281758,242;2879342,604;5758685,209;745604,3956;1491208,791;972527,4725;1945054,945;0;;10869826,29;17461543;10476926;12223080;13969234;15715389
30/05/2021;750000;1700000;3811823,571;7623647,143;648351,6484;1296703,297;2916705,242;5833410,484;758241,7582;1516483,516;989010,989;1978021,978;0;;10990485,71;17461543;10476926;12223080;13969234;15715389
31/05/2021;750000;1700000;3854680,714;7709361,429;655824,1758;1311648,352;2954067,879;5908135,758;770879,1209;1541758,242;1005494,505;2010989,011;0;;11111145,14;17461543;10476926;12223080;13969234;15715389
01/06/2021;750000;1700000;3897537,857;7795075,714;663296,7033;1326593,407;2991430,516;5982861,033;783516,4835;1567032,967;1021978,022;2043956,044;0;;11231804,57;17461543;10476926;12223080;13969234;15715389
02/06/2021;750000;1700000;3940395;7880790;670769,2308;1341538,462;3028793,154;6057586,308;796153,8462;1592307,692;1038461,538;2076923,077;0;;11352463;17461543;10476926;12223080;13969234;15715389
03/06/2021;750000;1700000;3983252,143;7966504,286;678241,7582;1356483,516;3066155,791;6132311,582;808791,2088;1617582,418;1054945,055;2109890,11;0;;11473122,43;17461543;10476926;12223080;13969234;15715389
04/06/2021;750000;1700000;4026109,286;8052218,571;685714,2857;1371428,571;3103518,429;6207036,857;821428,5714;1642857,143;1071428,571;2142857,143;0;;11593781,86;17461543;10476926;12223080;13969234;15715389
05/06/2021;750000;1700000;4068966,429;8137932,857;693186,8132;1386373,626;3140881,066;6281762,132;834065,9341;1668131,868;1087912,088;2175824,176;0;;11714441,29;17461543;10476926;12223080;13969234;15715389
06/06/2021;750000;1700000;4111823,571;8223647,143;700659,3407;1401318,681;3178243,703;6356487,407;846703,2967;1693406,593;1104395,604;2208791,209;0;;11835099,71;17461543;10476926;12223080;13969234;15715389
07/06/2021;750000;1700000;4154680,714;8309361,429;708131,8681;1416263,736;3215606,341;6431212,681;859340,6593;1718681,319;1120879,121;2241758,242;0;;11955760,14;17461543;10476926;12223080;13969234;15715389
08/06/2021;750000;1700000;4197537,857;8395075,714;715604,3956;1431208,791;3252968,978;6505937,956;871978,022;1743956,044;1137362,637;2274725,275;0;;12076418,57;17461543;10476926;12223080;13969234;15715389
