"dateInTable","dead","cases","hosp","MACases","MAhosp","MAdead","ma_c_lag","ma_c_lead","gf_c","ma_h_lag","ma_h_lead","gf_h","ma_d_lag","ma_d_lead","gf_d"
"2020-05-13",52,223,60,258.142857142857,45.8571428571429,52.1428571428571,371.285714285714,215.571428571429,-30.5,64.4285714285714,38.7142857142857,-28.8,70.4285714285714,35.4285714285714,-26
"2020-05-14",30,274,29,245.714285714286,45,43.7142857142857,350.428571428571,198.857142857143,-29.9,56.4285714285714,36.5714285714286,-20.3,71,34.1428571428571,-38.4
"2020-05-15",50,202,37,229,40.2857142857143,40,327.714285714286,194.428571428571,-30.1,55.2857142857143,36.7142857142857,-27.1,67.4285714285714,35,-40.7
"2020-05-16",34,194,49,215.571428571429,38.7142857142857,35.4285714285714,306.428571428571,182.428571428571,-29.7,49.7142857142857,35.5714285714286,-22.1,64.4285714285714,30.4285714285714,-45
"2020-05-17",10,125,11,198.857142857143,36.5714285714286,34.1428571428571,292.714285714286,177.285714285714,-32.1,47.4285714285714,29,-22.9,55.4285714285714,27.7142857142857,-38.4
"2020-05-18",13,148,30,194.428571428571,36.7142857142857,35,289.571428571429,174.428571428571,-32.9,47,26.7142857142857,-21.9,54.2857142857143,27.5714285714286,-35.5
"2020-05-19",24,111,33,182.428571428571,35.5714285714286,30.4285714285714,271.857142857143,171.857142857143,-32.9,40.8571428571429,22.8571428571429,-12.9,49.4285714285714,21.8571428571429,-38.4
"2020-05-20",33,187,14,177.285714285714,29,27.7142857142857,258.142857142857,169.428571428571,-31.3,45.8571428571429,17.7142857142857,-36.8,52.1428571428571,20.2857142857143,-46.8
"2020-05-21",29,254,13,174.428571428571,26.7142857142857,27.5714285714286,245.714285714286,176.285714285714,-29,45,17.8571428571429,-40.6,43.7142857142857,20.4285714285714,-36.9
"2020-05-22",10,184,10,171.857142857143,22.8571428571429,21.8571428571429,229,185.571428571429,-25,40.2857142857143,15,-43.3,40,19.8571428571429,-45.4
"2020-05-23",23,177,13,169.428571428571,17.7142857142857,20.2857142857143,215.571428571429,188.142857142857,-21.4,38.7142857142857,11.2857142857143,-54.2,35.4285714285714,19.2857142857143,-42.7
"2020-05-24",11,173,12,176.285714285714,17.8571428571429,20.4285714285714,198.857142857143,189.142857142857,-11.4,36.5714285714286,10.7142857142857,-51.2,34.1428571428571,17.2857142857143,-40.2
"2020-05-25",9,213,10,185.571428571429,15,19.8571428571429,194.428571428571,178.428571428571,-4.6,36.7142857142857,11.1428571428571,-59.1,35,17,-43.3
"2020-05-26",20,129,7,188.142857142857,11.2857142857143,19.2857142857143,182.428571428571,177.571428571429,3.1,35.5714285714286,11.1428571428571,-68.3,30.4285714285714,19.7142857142857,-36.6
"2020-05-27",19,194,10,189.142857142857,10.7142857142857,17.2857142857143,177.285714285714,172.428571428571,6.7,29,10,-63.1,27.7142857142857,19.2857142857143,-37.6
"2020-05-28",27,179,16,178.428571428571,11.1428571428571,17,174.428571428571,172.857142857143,2.3,26.7142857142857,9.28571428571429,-58.3,27.5714285714286,18.2857142857143,-38.3
"2020-05-29",29,178,10,177.571428571429,11.1428571428571,19.7142857142857,171.857142857143,157.428571428571,3.3,22.8571428571429,9,-51.2,21.8571428571429,17.7142857142857,-9.8
"2020-05-30",20,141,5,172.428571428571,10,19.2857142857143,169.428571428571,152.571428571429,1.8,17.7142857142857,8.85714285714286,-43.5,20.2857142857143,15.4285714285714,-4.9
"2020-05-31",4,176,7,172.857142857143,9.28571428571429,18.2857142857143,176.285714285714,138.142857142857,-1.9,17.8571428571429,9,-48,20.4285714285714,14.5714285714286,-10.5
"2020-06-01",5,105,8,157.428571428571,9,17.7142857142857,185.571428571429,139.428571428571,-15.2,15,8.14285714285714,-40,19.8571428571429,12.4285714285714,-10.8
"2020-06-02",4,95,6,152.571428571429,8.85714285714286,15.4285714285714,188.142857142857,145,-18.9,11.2857142857143,8.14285714285714,-21.5,19.2857142857143,10.4285714285714,-20
"2020-06-03",13,93,11,138.142857142857,9,14.5714285714286,189.142857142857,152,-27,10.7142857142857,8.28571428571429,-16,17.2857142857143,8.71428571428571,-15.7
"2020-06-04",12,188,10,139.428571428571,8.14285714285714,12.4285714285714,178.428571428571,161,-21.9,11.1428571428571,7.71428571428571,-26.9,17,8.57142857142857,-26.9
"2020-06-05",15,217,10,145,8.14285714285714,10.4285714285714,177.571428571429,169.714285714286,-18.3,11.1428571428571,7.57142857142857,-26.9,19.7142857142857,8.28571428571429,-47.1
"2020-06-06",8,190,6,152,8.28571428571429,8.71428571428571,172.428571428571,179.571428571429,-11.8,10,7.57142857142857,-17.1,19.2857142857143,9.57142857142857,-54.8
"2020-06-07",3,239,3,161,7.71428571428571,8.57142857142857,172.857142857143,192.142857142857,-6.9,9.28571428571429,6.57142857142857,-16.9,18.2857142857143,9.71428571428571,-53.1
"2020-06-08",3,166,7,169.714285714286,7.57142857142857,8.28571428571429,157.428571428571,188.428571428571,7.8,9,5.57142857142857,-15.9,17.7142857142857,8.57142857142857,-53.2
"2020-06-09",13,164,6,179.571428571429,7.57142857142857,9.57142857142857,152.571428571429,187,17.7,8.85714285714286,4.85714285714286,-14.5,15.4285714285714,7.42857142857143,-38
"2020-06-10",14,181,4,192.142857142857,6.57142857142857,9.71428571428571,138.142857142857,185.714285714286,39.1,9,5.57142857142857,-27,14.5714285714286,7.14285714285714,-33.3
"2020-06-11",4,162,3,188.428571428571,5.57142857142857,8.57142857142857,139.428571428571,172.142857142857,35.1,8.14285714285714,6.28571428571429,-31.6,12.4285714285714,6.85714285714286,-31
"2020-06-12",7,207,5,187,4.85714285714286,7.42857142857143,145,171.142857142857,29,8.14285714285714,5.57142857142857,-40.4,10.4285714285714,7.42857142857143,-28.8
"2020-06-13",6,181,11,185.714285714286,5.57142857142857,7.14285714285714,152,166.857142857143,22.2,8.28571428571429,5,-32.8,8.71428571428571,6.14285714285714,-18
"2020-06-14",1,144,8,172.142857142857,6.28571428571429,6.85714285714286,161,157.142857142857,6.9,7.71428571428571,5.14285714285714,-18.5,8.57142857142857,4.85714285714286,-20
"2020-06-15",7,159,2,171.142857142857,5.57142857142857,7.42857142857143,169.714285714286,151.857142857143,0.8,7.57142857142857,5.14285714285714,-26.4,8.28571428571429,4.71428571428571,-10.3
"2020-06-16",4,134,2,166.857142857143,5,6.14285714285714,179.571428571429,137.714285714286,-7.1,7.57142857142857,5.71428571428571,-34,9.57142857142857,4.28571428571429,-35.8
"2020-06-17",5,113,5,157.142857142857,5.14285714285714,4.85714285714286,192.142857142857,124.714285714286,-18.2,6.57142857142857,4.42857142857143,-21.7,9.71428571428571,4.57142857142857,-50
"2020-06-18",3,125,3,151.857142857143,5.14285714285714,4.71428571428571,188.428571428571,117.714285714286,-19.4,5.57142857142857,3.71428571428571,-7.7,8.57142857142857,4.57142857142857,-45
"2020-06-19",4,108,9,137.714285714286,5.71428571428571,4.28571428571429,187,104.714285714286,-26.4,4.85714285714286,3.57142857142857,17.6,7.42857142857143,3.57142857142857,-42.3
"2020-06-20",8,90,2,124.714285714286,4.42857142857143,4.57142857142857,185.714285714286,95.5714285714286,-32.8,5.57142857142857,3.85714285714286,-20.5,7.14285714285714,3.71428571428571,-36
"2020-06-21",1,95,3,117.714285714286,3.71428571428571,4.57142857142857,172.142857142857,90.8571428571429,-31.6,6.28571428571429,3.85714285714286,-40.9,6.85714285714286,3.42857142857143,-33.3
"2020-06-22",0,68,1,104.714285714286,3.57142857142857,3.57142857142857,171.142857142857,88.7142857142857,-38.8,5.57142857142857,4,-35.9,7.42857142857143,3.42857142857143,-51.9
"2020-06-23",5,70,4,95.5714285714286,3.85714285714286,3.71428571428571,166.857142857143,86.5714285714286,-42.7,5,3.42857142857143,-22.9,6.14285714285714,3.14285714285714,-39.5
"2020-06-24",3,80,5,90.8571428571429,3.85714285714286,3.42857142857143,157.142857142857,84.7142857142857,-42.2,5.14285714285714,3.57142857142857,-25,4.85714285714286,2.42857142857143,-29.4
"2020-06-25",3,110,4,88.7142857142857,4,3.42857142857143,151.857142857143,80.5714285714286,-41.6,5.14285714285714,3.57142857142857,-22.2,4.71428571428571,2.28571428571429,-27.3
"2020-06-26",2,93,5,86.5714285714286,3.42857142857143,3.14285714285714,137.714285714286,81.7142857142857,-37.1,5.71428571428571,3.85714285714286,-40,4.28571428571429,2.57142857142857,-26.7
"2020-06-27",3,77,3,84.7142857142857,3.57142857142857,2.42857142857143,124.714285714286,79.8571428571429,-32.1,4.42857142857143,3.57142857142857,-19.4,4.57142857142857,2.57142857142857,-46.9
"2020-06-28",0,66,3,80.5714285714286,3.57142857142857,2.28571428571429,117.714285714286,77.2857142857143,-31.6,3.71428571428571,3.14285714285714,-3.8,4.57142857142857,2.57142857142857,-50
"2020-06-29",2,76,3,81.7142857142857,3.85714285714286,2.57142857142857,104.714285714286,72.2857142857143,-22,3.57142857142857,2.57142857142857,8,3.57142857142857,2.57142857142857,-28
"2020-06-30",5,57,2,79.8571428571429,3.57142857142857,2.57142857142857,95.5714285714286,69.8571428571429,-16.4,3.85714285714286,2.42857142857143,-7.4,3.71428571428571,2.42857142857143,-30.8
"2020-07-01",3,62,2,77.2857142857143,3.14285714285714,2.57142857142857,90.8571428571429,68.1428571428571,-14.9,3.85714285714286,2.14285714285714,-18.5,3.42857142857143,3,-25
"2020-07-02",3,75,0,72.2857142857143,2.57142857142857,2.57142857142857,88.7142857142857,69,-18.5,4,1.71428571428571,-35.7,3.42857142857143,3.14285714285714,-25
"2020-07-03",1,76,4,69.8571428571429,2.42857142857143,2.42857142857143,86.5714285714286,64,-19.3,3.42857142857143,1.28571428571429,-29.2,3.14285714285714,2.85714285714286,-22.7
"2020-07-04",7,65,1,68.1428571428571,2.14285714285714,3,84.7142857142857,60.7142857142857,-19.6,3.57142857142857,1.14285714285714,-40,2.42857142857143,2.71428571428571,23.5
"2020-07-05",1,72,0,69,1.71428571428571,3.14285714285714,80.5714285714286,60,-14.4,3.57142857142857,1.71428571428571,-52,2.28571428571429,2.85714285714286,37.5
"2020-07-06",0,41,0,64,1.28571428571429,2.85714285714286,81.7142857142857,57.8571428571429,-21.7,3.85714285714286,1.71428571428571,-66.7,2.57142857142857,2.71428571428571,11.1
"2020-07-07",4,34,1,60.7142857142857,1.14285714285714,2.71428571428571,79.8571428571429,56.2857142857143,-24,3.57142857142857,1.57142857142857,-68,2.57142857142857,2.57142857142857,5.6
