"dateInTable";"cases";"dead";"MACases";"MAdead";"ma_c_lag";"ma_c_lead";"gf_c";"ma_d_lag";"ma_d_lead";"gf_d"
"2021-03-25";7688;26;7010,28571428571;28;5826,57142857143;7280,14285714286;20,3;29,4285714285714;26,5714285714286;-4,9
"2021-03-26";7557;22;7040,14285714286;25,2857142857143;6022,71428571429;7348,85714285714;16,9;31;26,2857142857143;-18,4
"2021-03-27";8782;29;7208,71428571429;26,8571428571429;6198;7384,14285714286;16,3;30,8571428571429;23,7142857142857;-13
"2021-03-28";7470;14;7280,14285714286;26,5714285714286;6343,28571428571;7394,57142857143;14,8;29,7142857142857;24,2857142857143;-10,6
"2021-03-29";6781;13;7348,85714285714;26,2857142857143;6457,28571428571;7413,28571428571;13,8;28,7142857142857;23,2857142857143;-8,5
"2021-03-30";5855;35;7384,14285714286;23,7142857142857;6552,42857142857;7364,28571428571;12,7;32;22,4285714285714;-25,9
"2021-03-31";7629;31;7394,57142857143;24,2857142857143;6787,85714285714;7195;8,9;29,1428571428571;22,5714285714286;-16,7
"2021-04-01";7819;19;7413,28571428571;23,2857142857143;7010,28571428571;7108,14285714286;5,7;28;22,7142857142857;-16,8
"2021-04-02";7214;16;7364,28571428571;22,4285714285714;7040,14285714286;6901,42857142857;4,6;25,2857142857143;22;-11,3
"2021-04-03";7597;30;7195;22,5714285714286;7208,71428571429;6859,14285714286;-0,2;26,8571428571429;20,2857142857143;-16
"2021-04-04";6862;15;7108,14285714286;22,7142857142857;7280,14285714286;6679;-2,4;26,5714285714286;19,1428571428571;-14,5
"2021-04-05";5334;8;6901,42857142857;22;7348,85714285714;6670,71428571429;-6,1;26,2857142857143;19,4285714285714;-16,3
"2021-04-06";5559;23;6859,14285714286;20,2857142857143;7384,14285714286;6734,42857142857;-7,1;23,7142857142857;23;-14,5
"2021-04-07";6368;23;6679;19,1428571428571;7394,57142857143;6743,28571428571;-9,7;24,2857142857143;21,7142857142857;-21,2
"2021-04-08";7761;21;6670,71428571429;19,4285714285714;7413,28571428571;6926,14285714286;-10;23,2857142857143;21,5714285714286;-16,6
"2021-04-09";7660;41;6734,42857142857;23;7364,28571428571;7115,28571428571;-8,6;22,4285714285714;23,1428571428571;2,5
"2021-04-10";7659;21;6743,28571428571;21,7142857142857;7195;7281,42857142857;-6,3;22,5714285714286;24,7142857142857;-3,8
"2021-04-11";8142;14;6926,14285714286;21,5714285714286;7108,14285714286;7148,85714285714;-2,6;22,7142857142857;25,1428571428571;-5
"2021-04-12";6658;19;7115,28571428571;23,1428571428571;6901,42857142857;7282,14285714286;3,1;22;23,8571428571429;5,2
"2021-04-13";6722;34;7281,42857142857;24,7142857142857;6859,14285714286;7457,85714285714;6,2;20,2857142857143;20,5714285714286;21,8
"2021-04-14";5440;26;7148,85714285714;25,1428571428571;6679;7542,71428571429;7;19,1428571428571;21,2857142857143;31,3
"2021-04-15";8694;12;7282,14285714286;23,8571428571429;6670,71428571429;7597;9,2;19,4285714285714;21,1428571428571;22,8
"2021-04-16";8890;18;7457,85714285714;20,5714285714286;6734,42857142857;7668,42857142857;10,7;23;21,5714285714286;-10,6
"2021-04-17";8253;26;7542,71428571429;21,2857142857143;6743,28571428571;7682,57142857143;11,9;21,7142857142857;20,4285714285714;-2
"2021-04-18";8522;13;7597;21,1428571428571;6926,14285714286;8115,71428571429;9,7;21,5714285714286;19,2857142857143;-2
"2021-04-19";7158;22;7668,42857142857;21,5714285714286;7115,28571428571;8242,14285714286;7,8;23,1428571428571;20,2857142857143;-6,8
"2021-04-20";6821;26;7682,57142857143;20,4285714285714;7281,42857142857;8291,42857142857;5,5;24,7142857142857;20,2857142857143;-17,3
"2021-04-21";8472;18;8115,71428571429;19,2857142857143;7148,85714285714;8264,14285714286;13,5;25,1428571428571;19;-23,3
"2021-04-22";9579;19;8242,14285714286;20,2857142857143;7282,14285714286;8192,42857142857;13,2;23,8571428571429;19,1428571428571;-15
"2021-04-23";9235;18;8291,42857142857;20,2857142857143;7457,85714285714;8059,28571428571;11,2;20,5714285714286;18;-1,4
"2021-04-24";8062;17;8264,14285714286;19;7542,71428571429;7842,71428571429;9,6;21,2857142857143;18,1428571428571;-10,7
"2021-04-25";8020;14;8192,42857142857;19,1428571428571;7597;7868,28571428571;7,8;21,1428571428571;17,8571428571429;-9,5
"2021-04-26";6226;14;8059,28571428571;18;7668,42857142857;7540,28571428571;5,1;21,5714285714286;17,4285714285714;-16,6
"2021-04-27";5305;27;7842,71428571429;18,1428571428571;7682,57142857143;7330,14285714286;2,1;20,4285714285714;18,5714285714286;-11,2
"2021-04-28";8651;16;7868,28571428571;17,8571428571429;8115,71428571429;7004,57142857143;-3;19,2857142857143;18,7142857142857;-7,4
"2021-04-29";7283;16;7540,28571428571;17,4285714285714;8242,14285714286;6639;-8,5;20,2857142857143;17,1428571428571;-14,1
"2021-04-30";7764;26;7330,14285714286;18,5714285714286;8291,42857142857;7061,85714285714;-11,6;20,2857142857143;18,1428571428571;-8,5
"2021-05-01";5783;18;7004,57142857143;18,7142857142857;8264,14285714286;7412,28571428571;-15,2;19;18,4285714285714;-1,5
"2021-05-02";5461;3;6639;17,1428571428571;8192,42857142857;7211,57142857143;-19;19,1428571428571;20,4285714285714;-10,4
"2021-05-03";9186;21;7061,85714285714;18,1428571428571;8059,28571428571;7135,85714285714;-12,4;18;20,7142857142857;0,8
"2021-05-04";7758;29;7412,28571428571;18,4285714285714;7842,71428571429;7092,28571428571;-5,5;18,1428571428571;20,5714285714286;1,6
"2021-05-05";7246;30;7211,57142857143;20,4285714285714;7868,28571428571;7326,71428571429;-8,3;17,8571428571429;21,8571428571429;14,4
"2021-05-06";6753;18;7135,85714285714;20,7142857142857;7540,28571428571;7494,57142857143;-5,4;17,4285714285714;21,7142857142857;18,9
"2021-05-07";7459;25;7092,28571428571;20,5714285714286;7330,14285714286;7019,57142857143;-3,2;18,5714285714286;21,4285714285714;10,8
"2021-05-08";7424;27;7326,71428571429;21,8571428571429;7004,57142857143;6700,57142857143;4,6;18,7142857142857;23,4285714285714;16,8
"2021-05-09";6636;2;7494,57142857143;21,7142857142857;6639;6571,28571428571;12,9;17,1428571428571;21,7142857142857;26,7
"2021-05-10";5861;19;7019,57142857143;21,4285714285714;7061,85714285714;6465,42857142857;-0,6;18,1428571428571;20,7142857142857;18,1
"2021-05-11";5525;43;6700,57142857143;23,4285714285714;7412,28571428571;6191,71428571429;-9,6;18,4285714285714;18,7142857142857;27,1
"2021-05-12";6341;18;6571,28571428571;21,7142857142857;7211,57142857143;5770;-8,9;20,4285714285714;16,7142857142857;6,3
"2021-05-13";6012;11;6465,42857142857;20,7142857142857;7135,85714285714;5454;-9,4;20,7142857142857;18,5714285714286;0
"2021-05-14";5543;11;6191,71428571429;18,7142857142857;7092,28571428571;5025;-12,7;20,5714285714286;16,8571428571429;-9
"2021-05-15";4472;13;5770;16,7142857142857;7326,71428571429;4996,42857142857;-21,2;21,8571428571429;12,5714285714286;-23,5
"2021-05-16";4424;15;5454;18,5714285714286;7494,57142857143;4740,28571428571;-27,2;21,7142857142857;12,2857142857143;-14,5
"2021-05-17";2858;7;5025;16,8571428571429;7019,57142857143;4540,85714285714;-28,4;21,4285714285714;13,4285714285714;-21,3
"2021-05-18";5325;13;4996,42857142857;12,5714285714286;6700,57142857143;4340,14285714286;-25,4;23,4285714285714;13,4285714285714;-46,3
"2021-05-19";4548;16;4740,28571428571;12,2857142857143;6571,28571428571;4154,57142857143;-27,9;21,7142857142857;14,4285714285714;-43,4
"2021-05-20";4616;19;4540,85714285714;13,4285714285714;6465,42857142857;4011,57142857143;-29,8;20,7142857142857;13,1428571428571;-35,2
"2021-05-21";4138;11;4340,14285714286;13,4285714285714;6191,71428571429;3993;-29,9;18,7142857142857;14;-28,2
"2021-05-22";3173;20;4154,57142857143;14,4285714285714;5770;3587,14285714286;-28;16,7142857142857;14,2857142857143;-13,7
"2021-05-23";3423;6;4011,57142857143;13,1428571428571;5454;3328,57142857143;-26,4;18,5714285714286;12,8571428571429;-29,2
"2021-05-24";2728;13;3993;14;5025;3151,28571428571;-20,5;16,8571428571429;12,7142857142857;-16,9
"2021-05-25";2484;15;3587,14285714286;14,2857142857143;4996,42857142857;3108,42857142857;-28,2;12,5714285714286;13,2857142857143;13,6
"2021-05-26";2738;6;3328,57142857143;12,8571428571429;4740,28571428571;3133;-29,8;12,2857142857143;11,4285714285714;4,7
"2021-05-27";3375;18;3151,28571428571;12,7142857142857;4540,85714285714;3018,57142857143;-30,6;13,4285714285714;11,5714285714286;-5,3
"2021-05-28";3838;15;3108,42857142857;13,2857142857143;4340,14285714286;2917,42857142857;-28,4;13,4285714285714;10;-1,1
"2021-05-29";3345;7;3133;11,4285714285714;4154,57142857143;2916,85714285714;-24,6;14,4285714285714;9;-20,8
"2021-05-30";2622;7;3018,57142857143;11,5714285714286;4011,57142857143;2891,28571428571;-24,8;13,1428571428571;9,71428571428571;-12
"2021-05-31";2020;2;2917,42857142857;10;3993;2803,57142857143;-26,9;14;9;-28,6
"2021-06-01";2480;8;2916,85714285714;9;3587,14285714286;2597,42857142857;-18,7;14,2857142857143;8,28571428571429;-37
"2021-06-02";2559;11;2891,28571428571;9,71428571428571;3328,57142857143;2422,14285714286;-13,1;12,8571428571429;8,14285714285714;-24,4
"2021-06-03";2761;13;2803,57142857143;9;3151,28571428571;2271,57142857143;-11;12,7142857142857;7,57142857142857;-29,2
"2021-06-04";2395;10;2597,42857142857;8,28571428571429;3108,42857142857;2192,71428571429;-16,4;13,2857142857143;7,85714285714286;-37,6
"2021-06-05";2118;6;2422,14285714286;8,14285714285714;3133;2043,57142857143;-22,7;11,4285714285714;8,57142857142857;-28,8
"2021-06-06";1568;3;2271,57142857143;7,57142857142857;3018,57142857143;1928,14285714286;-24,7;11,5714285714286;7,85714285714286;-34,6
"2021-06-07";1468;4;2192,71428571429;7,85714285714286;2917,42857142857;1759;-24,8;10;6,57142857142857;-21,4
"2021-06-08";1436;13;2043,57142857143;8,57142857142857;2916,85714285714;1615;-29,9;9;5,57142857142857;-4,8
"2021-06-09";1751;6;1928,14285714286;7,85714285714286;2891,28571428571;1489,42857142857;-33,3;9,71428571428571;4,85714285714286;-19,1
"2021-06-10";1577;4;1759;6,57142857142857;2803,57142857143;1414,14285714286;-37,3;9;4,85714285714286;-27
"2021-06-11";1387;3;1615;5,57142857142857;2597,42857142857;1330;-37,8;8,28571428571429;4,71428571428571;-32,8
"2021-06-12";1239;1;1489,42857142857;4,85714285714286;2422,14285714286;1273,42857142857;-38,5;8,14285714285714;3;-40,4
"2021-06-13";1041;3;1414,14285714286;4,85714285714286;2271,57142857143;1169,57142857143;-37,7;7,57142857142857;2,71428571428571;-35,8
"2021-06-14";879;3;1330;4,71428571428571;2192,71428571429;1095,57142857143;-39,3;7,85714285714286;2,71428571428571;-40
"2021-06-15";1040;1;1273,42857142857;3;2043,57142857143;1024,57142857143;-37,7;8,57142857142857;2,71428571428571;-65
"2021-06-16";1024;4;1169,57142857143;2,71428571428571;1928,14285714286;946,428571428571;-39,3;7,85714285714286;2,71428571428571;-65,5
"2021-06-17";1059;4;1095,57142857143;2,71428571428571;1759;899,142857142857;-37,7;6,57142857142857;2,42857142857143;-58,7
"2021-06-18";890;3;1024,57142857143;2,71428571428571;1615;854,857142857143;-36,6;5,57142857142857;2,14285714285714;-51,3
"2021-06-19";692;1;946,428571428571;2,71428571428571;1489,42857142857;806;-36,5;4,85714285714286;2,85714285714286;-44,1
"2021-06-20";710;1;899,142857142857;2,42857142857143;1414,14285714286;754,714285714286;-36,4;4,85714285714286;2,42857142857143;-50
"2021-06-21";569;1;854,857142857143;2,14285714285714;1330;702,857142857143;-35,7;4,71428571428571;2;-54,5
"2021-06-22";698;6;806;2,85714285714286;1273,42857142857;668;-36,7;3;2,28571428571429;-4,8
"2021-06-23";665;1;754,714285714286;2,42857142857143;1169,57142857143;648,428571428571;-35,5;2,71428571428571;2,14285714285714;-10,5
"2021-06-24";696;1;702,857142857143;2;1095,57142857143;618,571428571429;-35,8;2,71428571428571;2,14285714285714;-26,3
"2021-06-25";646;5;668;2,28571428571429;1024,57142857143;618,285714285714;-34,8;2,71428571428571;2;-15,8
"2021-06-26";555;0;648,428571428571;2,14285714285714;946,428571428571;594;-31,5;2,71428571428571;1,71428571428571;-21,1
"2021-06-27";501;1;618,571428571429;2,14285714285714;899,142857142857;589,857142857143;-31,2;2,42857142857143;1,57142857142857;-11,8
"2021-06-28";567;0;618,285714285714;2;854,857142857143;607,857142857143;-27,7;2,14285714285714;2;-6,7
"2021-06-29";528;4;594;1,71428571428571;806;649,857142857143;-26,3;2,85714285714286;2,14285714285714;-40
"2021-06-30";636;0;589,857142857143;1,57142857142857;754,714285714286;730,571428571429;-21,8;2,42857142857143;2,28571428571429;-35,3
"2021-07-01";822;4;607,857142857143;2;702,857142857143;830,428571428571;-13,5;2;2,14285714285714;0
"2021-07-02";940;6;649,857142857143;2,14285714285714;668;965,428571428571;-2,7;2,28571428571429;2,28571428571429;-6,2
"2021-07-03";1120;1;730,571428571429;2,28571428571429;648,428571428571;1203,14285714286;12,7;2,14285714285714;1,85714285714286;6,7
"2021-07-04";1200;0;830,428571428571;2,14285714285714;618,571428571429;1626,71428571429;34,2;2,14285714285714;2,14285714285714;0
"2021-07-05";1512;1;965,428571428571;2,28571428571429;618,285714285714;2279,71428571429;56,1;2;1,85714285714286;14,3
"2021-07-06";2192;1;1203,14285714286;1,85714285714286;594;3128,57142857143;102,5;1,71428571428571;1,28571428571429;8,3
"2021-07-07";3601;2;1626,71428571429;2,14285714285714;589,857142857143;4429,14285714286;175,8;1,57142857142857;1,28571428571429;36,4
"2021-07-08";5393;2;2279,71428571429;1,85714285714286;607,857142857143;5586,71428571429;275;2;1,42857142857143;-7,1
"2021-07-09";6882;2;3128,57142857143;1,28571428571429;649,857142857143;6575,14285714286;381,4;2,14285714285714;1,28571428571429;-40
"2021-07-10";10224;1;4429,14285714286;1,28571428571429;730,571428571429;7376,42857142857;506,3;2,28571428571429;1,57142857142857;-43,7
"2021-07-11";9303;1;5586,71428571429;1,42857142857143;830,428571428571;8348,42857142857;572,8;2,14285714285714;1,42857142857143;-33,3
"2021-07-12";8431;0;6575,14285714286;1,28571428571429;965,428571428571;9146,28571428571;581,1;2,28571428571429;1,57142857142857;-43,7
"2021-07-13";7801;3;7376,42857142857;1,57142857142857;1203,14285714286;9771,42857142857;513,1;1,85714285714286;1,57142857142857;-15,4
"2021-07-14";10405;1;8348,42857142857;1,42857142857143;1626,71428571429;9889,42857142857;413,2;2,14285714285714;1,42857142857143;-33,3
"2021-07-15";10978;3;9146,28571428571;1,57142857142857;2279,71428571429;10015,1428571429;301,2;1,85714285714286;1,42857142857143;-15,4
"2021-07-16";11258;2;9771,42857142857;1,57142857142857;3128,57142857143;10078,4285714286;212,3;1,28571428571429;1,71428571428571;22,2
"2021-07-17";11050;0;9889,42857142857;1,42857142857143;4429,14285714286;9932;123,3;1,28571428571429;2;11,1
"2021-07-18";10183;1;10015,1428571429;1,42857142857143;5586,71428571429;9425;79,3;1,42857142857143;2,28571428571429;0
"2021-07-19";8874;2;10078,4285714286;1,71428571428571;6575,14285714286;8747,14285714286;53,3;1,28571428571429;2,28571428571429;33,3
"2021-07-20";6776;5;9932;2;7376,42857142857;8048,85714285714;34,6;1,57142857142857;2,42857142857143;27,3
"2021-07-21";6856;3;9425;2,28571428571429;8348,42857142857;7221,57142857143;12,9;1,42857142857143;3;60
"2021-07-22";6233;3;8747,14285714286;2,28571428571429;9146,28571428571;6425;-4,4;1,57142857142857;3,42857142857143;45,5
"2021-07-23";6370;3;8048,85714285714;2,42857142857143;9771,42857142857;5705;-17,6;1,57142857142857;3,28571428571429;54,5
"2021-07-24";5259;4;7221,57142857143;3;9889,42857142857;5305,42857142857;-27;1,42857142857143;3;110
"2021-07-25";4607;4;6425;3,42857142857143;10015,1428571429;4818;-35,8;1,42857142857143;3,71428571428571;140
"2021-07-26";3834;1;5705;3,28571428571429;10078,4285714286;4563,57142857143;-43,4;1,71428571428571;3,71428571428571;91,7
"2021-07-27";3979;3;5305,42857142857;3;9932;4143,85714285714;-46,6;2;4,14285714285714;50
"2021-07-28";3444;8;4818;3,71428571428571;9425;3812,85714285714;-48,9;2,28571428571429;4,42857142857143;62,5
"2021-07-29";4452;3;4563,57142857143;3,71428571428571;8747,14285714286;3485,14285714286;-47,8;2,28571428571429;4,14285714285714;62,5
"2021-07-30";3432;6;4143,85714285714;4,14285714285714;8048,85714285714;3237,28571428571;-48,5;2,42857142857143;4;70,6
"2021-07-31";2942;6;3812,85714285714;4,42857142857143;7221,57142857143;2984,42857142857;-47,2;3;4;47,6
"2021-08-01";2313;2;3485,14285714286;4,14285714285714;6425;2891,28571428571;-45,8;3,42857142857143;3,85714285714286;20,8
"2021-08-02";2099;0;3237,28571428571;4;5705;2731,14285714286;-43,3;3,28571428571429;5;21,7
"2021-08-03";2209;3;2984,42857142857;4;5305,42857142857;2655,28571428571;-43,7;3;5,28571428571429;33,3
"2021-08-04";2792;7;2891,28571428571;3,85714285714286;4818;2577,28571428571;-40;3,71428571428571;5,71428571428571;3,8
"2021-08-05";3331;11;2731,14285714286;5;4563,57142857143;2576,42857142857;-40,2;3,71428571428571;5,71428571428571;34,6
"2021-08-06";2901;8;2655,28571428571;5,28571428571429;4143,85714285714;2567,57142857143;-35,9;4,14285714285714;6;27,6
"2021-08-07";2396;9;2577,28571428571;5,71428571428571;3812,85714285714;2560,85714285714;-32,4;4,42857142857143;6,57142857142857;29
"2021-08-08";2307;2;2576,42857142857;5,71428571428571;3485,14285714286;2464,71428571429;-26,1;4,14285714285714;6,85714285714286;37,9
"2021-08-09";2037;2;2567,57142857143;6;3237,28571428571;2355,42857142857;-20,7;4;6,28571428571429;50
"2021-08-10";2162;7;2560,85714285714;6,57142857142857;2984,42857142857;2321,57142857143;-14,2;4;6;64,3
"2021-08-11";2119;9;2464,71428571429;6,85714285714286;2891,28571428571;2308,42857142857;-14,8;3,85714285714286;5,57142857142857;77,8
"2021-08-12";2566;7;2355,42857142857;6,28571428571429;2731,14285714286;2301,71428571429;-13,8;5;5,71428571428571;25,7
"2021-08-13";2664;6;2321,57142857143;6;2655,28571428571;2330,14285714286;-12,6;5,28571428571429;6,28571428571429;13,5
"2021-08-14";2304;6;2308,42857142857;5,57142857142857;2577,28571428571;2350,42857142857;-10,4;5,71428571428571;6;-2,5
"2021-08-15";2260;3;2301,71428571429;5,71428571428571;2576,42857142857;2445,57142857143;-10,7;5,71428571428571;5,71428571428571;0
"2021-08-16";2236;6;2330,14285714286;6,28571428571429;2567,57142857143;2433,85714285714;-9,2;6;5,57142857142857;4,8
"2021-08-17";2304;5;2350,42857142857;6;2560,85714285714;2368,71428571429;-8,2;6,57142857142857;5,57142857142857;-8,7
"2021-08-18";2785;7;2445,57142857143;5,71428571428571;2464,71428571429;2388,14285714286;-0,8;6,85714285714286;5,85714285714286;-16,7
"2021-08-19";2484;6;2433,85714285714;5,57142857142857;2355,42857142857;2416,85714285714;3,3;6,28571428571429;6,28571428571429;-11,4
"2021-08-20";2208;6;2368,71428571429;5,57142857142857;2321,57142857143;2437,71428571429;2;6;6;-7,1
"2021-08-21";2440;8;2388,14285714286;5,85714285714286;2308,42857142857;2459,85714285714;3,5;5,57142857142857;6,85714285714286;5,1
"2021-08-22";2461;6;2416,85714285714;6,28571428571429;2301,71428571429;2464,28571428571;5;5,71428571428571;6,85714285714286;10
"2021-08-23";2382;4;2437,71428571429;6;2330,14285714286;2482,71428571429;4,6;6,28571428571429;7;-4,5
"2021-08-24";2459;11;2459,85714285714;6,85714285714286;2350,42857142857;2567;4,7;6;6,71428571428571;14,3
"2021-08-25";2816;7;2464,28571428571;6,85714285714286;2445,57142857143;2568,42857142857;0,8;5,71428571428571;6,85714285714286;20
"2021-08-26";2613;7;2482,71428571429;7;2433,85714285714;2547;2;5,57142857142857;6,28571428571429;25,6
"2021-08-27";2798;4;2567;6,71428571428571;2368,71428571429;2516,85714285714;8,4;5,57142857142857;6;20,5
"2021-08-28";2450;9;2568,42857142857;6,85714285714286;2388,14285714286;2490,42857142857;7,5;5,85714285714286;6,14285714285714;17,1
"2021-08-29";2311;2;2547;6,28571428571429;2416,85714285714;2486,42857142857;5,4;6,28571428571429;5,42857142857143;0
"2021-08-30";2171;2;2516,85714285714;6;2437,71428571429;2511,57142857143;3,2;6;5,14285714285714;0
"2021-08-31";2274;12;2490,42857142857;6,14285714285714;2459,85714285714;2473,28571428571;1,2;6,85714285714286;5,85714285714286;-10,4
"2021-09-01";2788;2;2486,42857142857;5,42857142857143;2464,28571428571;2515,85714285714;0,9;6,85714285714286;5,85714285714286;-20,8
"2021-09-02";2789;5;2511,57142857143;5,14285714285714;2482,71428571429;2522,57142857143;1,2;7;5,85714285714286;-26,5
"2021-09-03";2530;9;2473,28571428571;5,85714285714286;2567;2514,42857142857;-3,7;6,71428571428571;6;-12,8
"2021-09-04";2748;9;2515,85714285714;5,85714285714286;2568,42857142857;2542,71428571429;-2;6,85714285714286;5,42857142857143;-14,6
"2021-09-05";2358;2;2522,57142857143;5,85714285714286;2547;2543,57142857143;-1;6,28571428571429;6,14285714285714;-6,8
"2021-09-06";2114;3;2514,42857142857;6;2516,85714285714;2481,85714285714;-0,1;6;5,85714285714286;0
"2021-09-07";2472;8;2542,71428571429;5,42857142857143;2490,42857142857;2502,71428571429;2,1;6,14285714285714;5,14285714285714;-11,6
"2021-09-08";2794;7;2543,57142857143;6,14285714285714;2486,42857142857;2425,57142857143;2,3;5,42857142857143;4,71428571428571;13,2
"2021-09-09";2357;3;2481,85714285714;5,85714285714286;2511,57142857143;2388;-1,2;5,14285714285714;4,57142857142857;13,9
"2021-09-10";2676;4;2502,71428571429;5,14285714285714;2473,28571428571;2336,14285714286;1,2;5,85714285714286;4,71428571428571;-12,2
"2021-09-11";2208;6;2425,57142857143;4,71428571428571;2515,85714285714;2268,85714285714;-3,6;5,85714285714286;5;-19,5
"2021-09-12";2095;1;2388;4,57142857142857;2522,57142857143;2209;-5,3;5,85714285714286;5;-22
"2021-09-13";1751;4;2336,14285714286;4,71428571428571;2514,42857142857;2170,85714285714;-7,1;6;5,57142857142857;-21,4
"2021-09-14";2001;10;2268,85714285714;5;2542,71428571429;2092,28571428571;-10,8;5,42857142857143;6,42857142857143;-7,9
"2021-09-15";2375;7;2209;5;2543,57142857143;2064,57142857143;-13,2;6,14285714285714;6,14285714285714;-18,6
"2021-09-16";2090;7;2170,85714285714;5,57142857142857;2481,85714285714;2003;-12,5;5,85714285714286;6,42857142857143;-4,9
"2021-09-17";2126;10;2092,28571428571;6,42857142857143;2502,71428571429;1946,14285714286;-16,4;5,14285714285714;7,14285714285714;25
"2021-09-18";2014;4;2064,57142857143;6,14285714285714;2425,57142857143;1897,85714285714;-14,9;4,71428571428571;6,42857142857143;30,3
"2021-09-19";1664;3;2003;6,42857142857143;2388;1829,14285714286;-16,1;4,57142857142857;6;40,6
"2021-09-20";1353;9;1946,14285714286;7,14285714285714;2336,14285714286;1789,14285714286;-16,7;4,71428571428571;6,71428571428571;51,5
"2021-09-21";1663;5;1897,85714285714;6,42857142857143;2268,85714285714;1727,28571428571;-16,4;5;5,71428571428571;28,6
"2021-09-22";1894;4;1829,14285714286;6;2209;1668,14285714286;-17,2;5;5,42857142857143;20
"2021-09-23";1810;12;1789,14285714286;6,71428571428571;2170,85714285714;1658,85714285714;-17,6;5,57142857142857;5,14285714285714;20,5
"2021-09-24";1693;3;1727,28571428571;5,71428571428571;2092,28571428571;1663,57142857143;-17,4;6,42857142857143;4,42857142857143;-11,1
"2021-09-25";1600;2;1668,14285714286;5,42857142857143;2064,57142857143;1671,28571428571;-19,2;6,14285714285714;4,85714285714286;-11,6
"2021-09-26";1599;1;1658,85714285714;5,14285714285714;2003;1650,85714285714;-17,2;6,42857142857143;5,14285714285714;-20
"2021-09-27";1386;4;1663,57142857143;4,42857142857143;1946,14285714286;1635,28571428571;-14,5;7,14285714285714;3,71428571428571;-38
"2021-09-28";1717;8;1671,28571428571;4,85714285714286;1897,85714285714;1638,71428571429;-11,9;6,42857142857143;4,14285714285714;-24,4
"2021-09-29";1751;6;1650,85714285714;5,14285714285714;1829,14285714286;1648,57142857143;-9,7;6;4,57142857142857;-14,3
"2021-09-30";1701;2;1635,28571428571;3,71428571428571;1789,14285714286;1649;-8,6;6,71428571428571;4,57142857142857;-44,7
"2021-10-01";1717;6;1638,71428571429;4,14285714285714;1727,28571428571;1681;-5,1;5,71428571428571;4,28571428571429;-27,5
"2021-10-02";1669;5;1648,57142857143;4,57142857142857;1668,14285714286;1707;-1,2;5,42857142857143;4,14285714285714;-15,8
"2021-10-03";1602;1;1649;4,57142857142857;1658,85714285714;1728,85714285714;-0,6;5,14285714285714;3,71428571428571;-11,1
"2021-10-04";1610;2;1681;4,28571428571429;1663,57142857143;1876,28571428571;1;4,42857142857143;4,28571428571429;-3,2
"2021-10-05";1899;7;1707;4,14285714285714;1671,28571428571;2026,57142857143;2,1;4,85714285714286;3,71428571428571;-14,7
"2021-10-06";1904;3;1728,85714285714;3,71428571428571;1650,85714285714;2142,85714285714;4,7;5,14285714285714;3,28571428571429;-27,8
"2021-10-07";2733;6;1876,28571428571;4,28571428571429;1635,28571428571;2304,71428571429;14,7;3,71428571428571;3,14285714285714;15,4
"2021-10-08";2769;2;2026,57142857143;3,71428571428571;1638,71428571429;2396;23,7;4,14285714285714;3,57142857142857;-10,3
"2021-10-09";2483;2;2142,85714285714;3,28571428571429;1648,57142857143;2536,57142857143;30;4,57142857142857;3,42857142857143;-28,1
"2021-10-10";2735;0;2304,71428571429;3,14285714285714;1649;2795,71428571429;39,8;4,57142857142857;4,71428571428571;-31,2
"2021-10-11";2249;5;2396;3,57142857142857;1681;2924,57142857143;42,5;4,28571428571429;4,42857142857143;-16,7
"2021-10-12";2883;6;2536,57142857143;3,42857142857143;1707;3056,85714285714;48,6;4,14285714285714;5;-17,2
"2021-10-13";3718;12;2795,71428571429;4,71428571428571;1728,85714285714;3229,42857142857;61,7;3,71428571428571;5,42857142857143;26,9
"2021-10-14";3635;4;2924,57142857143;4,42857142857143;1876,28571428571;3361,42857142857;55,9;4,28571428571429;6,28571428571429;3,3
"2021-10-15";3695;6;3056,85714285714;5;2026,57142857143;3518,42857142857;50,8;3,71428571428571;5,71428571428571;34,6
"2021-10-16";3691;5;3229,42857142857;5,42857142857143;2142,85714285714;3665,71428571429;50,7;3,28571428571429;6,71428571428571;65,2
"2021-10-17";3659;6;3361,42857142857;6,28571428571429;2304,71428571429;3789;45,9;3,14285714285714;6,28571428571429;100
"2021-10-18";3348;1;3518,42857142857;5,71428571428571;2396;4009,28571428571;46,8;3,57142857142857;6,71428571428571;60
"2021-10-19";3914;13;3665,71428571429;6,71428571428571;2536,57142857143;4315,14285714286;44,5;3,42857142857143;7,28571428571429;95,8
"2021-10-20";4581;9;3789;6,28571428571429;2795,71428571429;4598;35,5;4,71428571428571;10,1428571428571;33,3
"2021-10-21";5177;7;4009,28571428571;6,71428571428571;2924,57142857143;4975,57142857143;37,1;4,42857142857143;9,42857142857143;51,6
"2021-10-22";5836;10;4315,14285714286;7,28571428571429;3056,85714285714;5254,14285714286;41,2;5;10,1428571428571;45,7
"2021-10-23";5671;25;4598;10,1428571428571;3229,42857142857;5517;42,4;5,42857142857143;11;86,8
"2021-10-24";6302;1;4975,57142857143;9,42857142857143;3361,42857142857;5900;48;6,28571428571429;12,1428571428571;50
"2021-10-25";5298;6;5254,14285714286;10,1428571428571;3518,42857142857;6255,57142857143;49,3;5,71428571428571;13,2857142857143;77,5
