"dateInTable";"cases";"dead";"MACases";"MAdead";"ma_c_lag";"ma_c_lead";"gf_c";"ma_d_lag";"ma_d_lead";"gf_d"
"2020-02-28";1;0;0;0;NA;0;NA;NA;0;NA
"2020-02-29";1;0;0;0;NA;0;NA;NA;0;NA
"2020-03-01";3;0;0;0;NA;0;NA;NA;0;NA
"2020-03-02";5;0;0;0;NA;5,85714285714286;NA;NA;0;NA
"2020-03-03";4;0;0;0;NA;11,4285714285714;NA;NA;0;NA
"2020-03-04";10;0;0;0;NA;18,4285714285714;NA;NA;0,142857142857143;NA
"2020-03-05";17;0;5,85714285714286;0;NA;22,5714285714286;NA;NA;0,285714285714286;NA
"2020-03-06";40;0;11,4285714285714;0;0;30,5714285714286;Inf;0;0,428571428571429;NA
"2020-03-07";50;1;18,4285714285714;0,142857142857143;0;48,5714285714286;Inf;0;0,428571428571429;Inf
"2020-03-08";32;1;22,5714285714286;0,285714285714286;0;64,7142857142857;Inf;0;0,571428571428571;Inf
"2020-03-09";61;1;30,5714285714286;0,428571428571429;0;80,4285714285714;Inf;0;0,571428571428571;Inf
"2020-03-10";130;0;48,5714285714286;0,428571428571429;0;90,8571428571429;Inf;0;1;Inf
"2020-03-11";123;1;64,7142857142857;0,571428571428571;0;115;Inf;0;1,28571428571429;Inf
"2020-03-12";127;0;80,4285714285714;0,571428571428571;5,85714285714286;135,142857142857;1273,2;0;2,14285714285714;Inf
"2020-03-13";113;3;90,8571428571429;1;11,4285714285714;165;695;0;2,57142857142857;Inf
"2020-03-14";219;3;115;1,28571428571429;18,4285714285714;187,571428571429;524;0,142857142857143;5,14285714285714;800
"2020-03-15";173;7;135,142857142857;2,14285714285714;22,5714285714286;219,571428571429;498,7;0,285714285714286;7,28571428571429;650
"2020-03-16";270;4;165;2,57142857142857;30,5714285714286;258;439,7;0,428571428571429;10,2857142857143;500
"2020-03-17";288;18;187,571428571429;5,14285714285714;48,5714285714286;318;286,2;0,428571428571429;14;1100
"2020-03-18";347;16;219,571428571429;7,28571428571429;64,7142857142857;377,714285714286;239,3;0,571428571428571;18;1175
"2020-03-19";396;21;258;10,2857142857143;80,4285714285714;439,428571428571;220,8;0,571428571428571;23,1428571428571;1700
"2020-03-20";533;29;318;14;90,8571428571429;479,857142857143;250;1;27,1428571428571;1300
"2020-03-21";637;31;377,714285714286;18;115;545,714285714286;228,4;1,28571428571429;33,4285714285714;1300
"2020-03-22";605;43;439,428571428571;23,1428571428571;135,142857142857;616,571428571429;225,2;2,14285714285714;42,5714285714286;980
"2020-03-23";553;32;479,857142857143;27,1428571428571;165;703,857142857143;190,8;2,57142857142857;50,2857142857143;955,6
"2020-03-24";749;62;545,714285714286;33,4285714285714;187,571428571429;794,428571428571;190,9;5,14285714285714;62,4285714285714;550
"2020-03-25";843;80;616,571428571429;42,5714285714286;219,571428571429;867,142857142857;180,8;7,28571428571429;70,7142857142857;484,3
"2020-03-26";1007;75;703,857142857143;50,2857142857143;258;936,714285714286;172,8;10,2857142857143;82,4285714285714;388,9
"2020-03-27";1167;114;794,428571428571;62,4285714285714;318;982,428571428571;149,8;14;90,7142857142857;345,9
"2020-03-28";1146;89;867,142857142857;70,7142857142857;377,714285714286;994,571428571429;129,6;18;106,428571428571;292,9
"2020-03-29";1092;125;936,714285714286;82,4285714285714;439,428571428571;1018,14285714286;113,2;23,1428571428571;114,142857142857;256,2
"2020-03-30";873;90;982,428571428571;90,7142857142857;479,857142857143;1029;104,7;27,1428571428571;126,857142857143;234,2
"2020-03-31";834;172;994,571428571429;106,428571428571;545,714285714286;1008;82,3;33,4285714285714;130,857142857143;218,4
"2020-04-01";1008;134;1018,14285714286;114,142857142857;616,571428571429;987,428571428571;65,1;42,5714285714286;143,428571428571;168,1
"2020-04-02";1083;164;1029;126,857142857143;703,857142857143;988,428571428571;46,2;50,2857142857143;140,571428571429;152,3
"2020-04-03";1020;142;1008;130,857142857143;794,428571428571;998,714285714286;26,9;62,4285714285714;142,142857142857;109,6
"2020-04-04";1002;177;987,428571428571;143,428571428571;867,142857142857;991,285714285714;13,9;70,7142857142857;150,714285714286;102,8
"2020-04-05";1099;105;988,428571428571;140,571428571429;936,714285714286;984,285714285714;5,5;82,4285714285714;152,714285714286;70,5
"2020-04-06";945;101;998,714285714286;142,142857142857;982,428571428571;1002,14285714286;1,7;90,7142857142857;150;56,7
"2020-04-07";782;232;991,285714285714;150,714285714286;994,571428571429;1046;-0,3;106,428571428571;146;41,6
"2020-04-08";959;148;984,285714285714;152,714285714286;1018,14285714286;1088,71428571429;-3,3;114,142857142857;139,857142857143;33,8
"2020-04-09";1208;145;1002,14285714286;150;1029;1099;-2,6;126,857142857143;138,285714285714;18,2
"2020-04-10";1327;114;1046;146;1008;1101;3,8;130,857142857143;136;11,6
"2020-04-11";1301;134;1088,71428571429;139,857142857143;987,428571428571;1112,42857142857;10,3;143,428571428571;120,285714285714;-2,5
"2020-04-12";1171;94;1099;138,285714285714;988,428571428571;1079,71428571429;11,2;140,571428571429;125,571428571429;-1,6
"2020-04-13";959;85;1101;136;998,714285714286;1059,85714285714;10,2;142,142857142857;131,285714285714;-4,3
"2020-04-14";862;122;1112,42857142857;120,285714285714;991,285714285714;1046,57142857143;12,2;150,714285714286;135,571428571429;-20,2
"2020-04-15";730;185;1079,71428571429;125,571428571429;984,285714285714;1030,14285714286;9,7;152,714285714286;137;-17,8
"2020-04-16";1069;185;1059,85714285714;131,285714285714;1002,14285714286;1009;5,8;150;135;-12,5
"2020-04-17";1234;144;1046,57142857143;135,571428571429;1046;978,857142857143;0,1;146;132,142857142857;-7,1
"2020-04-18";1186;144;1030,14285714286;137;1088,71428571429;958;-5,4;139,857142857143;137,857142857143;-2
"2020-04-19";1023;80;1009;135;1099;954,857142857143;-8,2;138,285714285714;131,571428571429;-2,4
"2020-04-20";748;65;978,857142857143;132,142857142857;1101;927;-11,1;136;123,571428571429;-2,8
"2020-04-21";716;162;958;137,857142857143;1112,42857142857;865,714285714286;-13,9;120,285714285714;118,857142857143;14,6
"2020-04-22";708;141;954,857142857143;131,571428571429;1079,71428571429;788,714285714286;-11,6;125,571428571429;115,428571428571;4,8
"2020-04-23";874;129;927;123,571428571429;1059,85714285714;735,571428571429;-12,5;131,285714285714;113,285714285714;-5,9
"2020-04-24";805;111;865,714285714286;118,857142857143;1046,57142857143;686,571428571429;-17,3;135,571428571429;110,142857142857;-12,3
"2020-04-25";647;120;788,714285714286;115,428571428571;1030,14285714286;611,857142857143;-23,4;137;95,2857142857143;-15,7
"2020-04-26";651;65;735,571428571429;113,285714285714;1009;566,142857142857;-27,1;135;94,5714285714286;-16,1
"2020-04-27";405;43;686,571428571429;110,142857142857;978,857142857143;513,714285714286;-29,9;132,142857142857;87,8571428571429;-16,6
"2020-04-28";193;58;611,857142857143;95,2857142857143;958;467;-36,1;137,857142857143;86,2857142857143;-30,9
"2020-04-29";388;136;566,142857142857;94,5714285714286;954,857142857143;437;-40,7;131,571428571429;82,4285714285714;-28,1
"2020-04-30";507;82;513,714285714286;87,8571428571429;927;392,285714285714;-44,6;123,571428571429;83;-28,9
"2020-05-01";478;100;467;86,2857142857143;865,714285714286;363,142857142857;-46,1;118,857142857143;80,7142857142857;-27,4
"2020-05-02";437;93;437;82,4285714285714;788,714285714286;381,142857142857;-44,6;115,428571428571;84,1428571428571;-28,6
"2020-05-03";338;69;392,285714285714;83;735,571428571429;371,285714285714;-46,7;113,285714285714;70,4285714285714;-26,7
"2020-05-04";201;27;363,142857142857;80,7142857142857;686,571428571429;350,428571428571;-47,1;110,142857142857;70,7142857142857;-26,7
"2020-05-05";319;82;381,142857142857;84,1428571428571;611,857142857143;327,714285714286;-37,7;95,2857142857143;66,7142857142857;-11,7
"2020-05-06";319;40;371,285714285714;70,4285714285714;566,142857142857;306,428571428571;-34,4;94,5714285714286;62,5714285714286;-25,5
"2020-05-07";361;84;350,428571428571;70,7142857142857;513,714285714286;292,714285714286;-31,8;87,8571428571429;55,2857142857143;-19,5
"2020-05-08";319;72;327,714285714286;66,7142857142857;467;289,571428571429;-29,8;86,2857142857143;53,7142857142857;-22,7
"2020-05-09";288;64;306,428571428571;62,5714285714286;437;271,857142857143;-29,9;82,4285714285714;50;-24,1
"2020-05-10";242;18;292,714285714286;55,2857142857143;392,285714285714;258,142857142857;-25,4;83;51,2857142857143;-33,4
"2020-05-11";179;16;289,571428571429;53,7142857142857;363,142857142857;245,714285714286;-20,3;80,7142857142857;43,4285714285714;-33,5
"2020-05-12";195;56;271,857142857143;50;381,142857142857;229;-28,7;84,1428571428571;40,8571428571429;-40,6
"2020-05-13";223;49;258,142857142857;51,2857142857143;371,285714285714;215,571428571429;-30,5;70,4285714285714;35,2857142857143;-27,2
"2020-05-14";274;29;245,714285714286;43,4285714285714;350,428571428571;198,857142857143;-29,9;70,7142857142857;34,2857142857143;-38,6
"2020-05-15";202;54;229;40,8571428571429;327,714285714286;194,428571428571;-30,1;66,7142857142857;34,2857142857143;-38,8
"2020-05-16";194;25;215,571428571429;35,2857142857143;306,428571428571;182,428571428571;-29,7;62,5714285714286;29,2857142857143;-43,6
"2020-05-17";125;11;198,857142857143;34,2857142857143;292,714285714286;177,285714285714;-32,1;55,2857142857143;26,8571428571429;-38
"2020-05-18";148;16;194,428571428571;34,2857142857143;289,571428571429;174,428571428571;-32,9;53,7142857142857;26,7142857142857;-36,2
"2020-05-19";111;21;182,428571428571;29,2857142857143;271,857142857143;171,857142857143;-32,9;50;20,8571428571429;-41,4
"2020-05-20";187;32;177,285714285714;26,8571428571429;258,142857142857;169,428571428571;-31,3;51,2857142857143;20,4285714285714;-47,6
"2020-05-21";254;28;174,428571428571;26,7142857142857;245,714285714286;176,285714285714;-29;43,4285714285714;20,4285714285714;-38,5
"2020-05-22";184;13;171,857142857143;20,8571428571429;229;185,571428571429;-25;40,8571428571429;19,2857142857143;-49
"2020-05-23";177;22;169,428571428571;20,4285714285714;215,571428571429;188,142857142857;-21,4;35,2857142857143;19,5714285714286;-42,1
"2020-05-24";173;11;176,285714285714;20,4285714285714;198,857142857143;189,142857142857;-11,4;34,2857142857143;17,1428571428571;-40,4
"2020-05-25";213;8;185,571428571429;19,2857142857143;194,428571428571;178,285714285714;-4,6;34,2857142857143;17,5714285714286;-43,8
"2020-05-26";129;23;188,142857142857;19,5714285714286;182,428571428571;177,428571428571;3,1;29,2857142857143;19,2857142857143;-33,2
"2020-05-27";194;15;189,142857142857;17,1428571428571;177,285714285714;172,285714285714;6,7;26,8571428571429;19,1428571428571;-36,2
"2020-05-28";178;31;178,285714285714;17,5714285714286;174,428571428571;172,714285714286;2,2;26,7142857142857;18;-34,2
"2020-05-29";178;25;177,428571428571;19,2857142857143;171,857142857143;157,142857142857;3,2;20,8571428571429;17,7142857142857;-7,5
"2020-05-30";141;21;172,285714285714;19,1428571428571;169,428571428571;152,285714285714;1,7;20,4285714285714;15;-6,3
"2020-05-31";176;3;172,714285714286;18;176,285714285714;137,857142857143;-2;20,4285714285714;14,5714285714286;-11,9
"2020-06-01";104;6;157,142857142857;17,7142857142857;185,571428571429;139,285714285714;-15,3;19,2857142857143;12,2857142857143;-8,1
"2020-06-02";95;4;152,285714285714;15;188,142857142857;144,857142857143;-19,1;19,5714285714286;10,5714285714286;-23,4
"2020-06-03";93;12;137,857142857143;14,5714285714286;189,142857142857;151,857142857143;-27,1;17,1428571428571;8,57142857142857;-15
"2020-06-04";188;15;139,285714285714;12,2857142857143;178,285714285714;160,857142857143;-21,9;17,5714285714286;8,57142857142857;-30,1
"2020-06-05";217;13;144,857142857143;10,5714285714286;177,428571428571;169,714285714286;-18,4;19,2857142857143;8,14285714285714;-45,2
"2020-06-06";190;7;151,857142857143;8,57142857142857;172,285714285714;179,571428571429;-11,9;19,1428571428571;9,85714285714286;-55,2
"2020-06-07";239;3;160,857142857143;8,57142857142857;172,714285714286;192,142857142857;-6,9;18;9,85714285714286;-52,4
"2020-06-08";166;3;169,714285714286;8,14285714285714;157,142857142857;188,428571428571;8;17,7142857142857;8,14285714285714;-54
"2020-06-09";164;16;179,571428571429;9,85714285714286;152,285714285714;187;17,9;15;7,57142857142857;-34,3
"2020-06-10";181;12;192,142857142857;9,85714285714286;137,857142857143;185,714285714286;39,4;14,5714285714286;7,14285714285714;-32,4
"2020-06-11";162;3;188,428571428571;8,14285714285714;139,285714285714;172,142857142857;35,3;12,2857142857143;7;-33,7
"2020-06-12";207;9;187;7,57142857142857;144,857142857143;171,142857142857;29,1;10,5714285714286;7,42857142857143;-28,4
"2020-06-13";181;4;185,714285714286;7,14285714285714;151,857142857143;166,857142857143;22,3;8,57142857142857;5,85714285714286;-16,7
"2020-06-14";144;2;172,142857142857;7;160,857142857143;157,142857142857;7;8,57142857142857;4,71428571428571;-18,3
"2020-06-15";159;6;171,142857142857;7,42857142857143;169,714285714286;151,714285714286;0,8;8,14285714285714;4,85714285714286;-8,8
"2020-06-16";134;5;166,857142857143;5,85714285714286;179,571428571429;137,571428571429;-7,1;9,85714285714286;4;-40,6
"2020-06-17";113;4;157,142857142857;4,71428571428571;192,142857142857;124,571428571429;-18,2;9,85714285714286;4,57142857142857;-52,2
"2020-06-18";124;4;151,714285714286;4,85714285714286;188,428571428571;117,571428571429;-19,5;8,14285714285714;4,42857142857143;-40,4
"2020-06-19";108;3;137,571428571429;4;187;104,571428571429;-26,4;7,57142857142857;3,57142857142857;-47,2
"2020-06-20";90;8;124,571428571429;4,57142857142857;185,714285714286;95,4285714285714;-32,9;7,14285714285714;3,71428571428571;-36
"2020-06-21";95;1;117,571428571429;4,42857142857143;172,142857142857;90,7142857142857;-31,7;7;3,42857142857143;-36,7
"2020-06-22";68;0;104,571428571429;3,57142857142857;171,142857142857;88,7142857142857;-38,9;7,42857142857143;3,28571428571429;-51,9
"2020-06-23";70;6;95,4285714285714;3,71428571428571;166,857142857143;86,5714285714286;-42,8;5,85714285714286;3,28571428571429;-36,6
"2020-06-24";80;2;90,7142857142857;3,42857142857143;157,142857142857;84,7142857142857;-42,3;4,71428571428571;2,42857142857143;-27,3
"2020-06-25";110;3;88,7142857142857;3,28571428571429;151,714285714286;80,5714285714286;-41,5;4,85714285714286;2,28571428571429;-32,4
"2020-06-26";93;3;86,5714285714286;3,28571428571429;137,571428571429;81,7142857142857;-37,1;4;2,57142857142857;-17,9
"2020-06-27";77;2;84,7142857142857;2,42857142857143;124,571428571429;79,8571428571429;-32;4,57142857142857;2,42857142857143;-46,9
"2020-06-28";66;0;80,5714285714286;2,28571428571429;117,571428571429;77,2857142857143;-31,5;4,42857142857143;2,57142857142857;-48,4
"2020-06-29";76;2;81,7142857142857;2,57142857142857;104,571428571429;72,2857142857143;-21,9;3,57142857142857;2,57142857142857;-28
"2020-06-30";57;5;79,8571428571429;2,42857142857143;95,4285714285714;69,8571428571429;-16,3;3,71428571428571;2,42857142857143;-34,6
"2020-07-01";62;3;77,2857142857143;2,57142857142857;90,7142857142857;68,1428571428571;-14,8;3,42857142857143;3;-25
"2020-07-02";75;3;72,2857142857143;2,57142857142857;88,7142857142857;69;-18,5;3,28571428571429;3,14285714285714;-21,7
"2020-07-03";76;2;69,8571428571429;2,42857142857143;86,5714285714286;64;-19,3;3,28571428571429;3;-26,1
"2020-07-04";65;6;68,1428571428571;3;84,7142857142857;60,7142857142857;-19,6;2,42857142857143;2,85714285714286;23,5
"2020-07-05";72;1;69;3,14285714285714;80,5714285714286;60;-14,4;2,28571428571429;2,85714285714286;37,5
"2020-07-06";41;1;64;3;81,7142857142857;57,8571428571429;-21,7;2,57142857142857;2,71428571428571;16,7
"2020-07-07";34;4;60,7142857142857;2,85714285714286;79,8571428571429;56,2857142857143;-24;2,42857142857143;2,57142857142857;17,6
"2020-07-08";57;3;60;2,85714285714286;77,2857142857143;59;-22,4;2,57142857142857;2,28571428571429;11,1
"2020-07-09";60;2;57,8571428571429;2,71428571428571;72,2857142857143;62,2857142857143;-20;2,57142857142857;2,14285714285714;5,6
"2020-07-10";65;1;56,2857142857143;2,57142857142857;69,8571428571429;66,7142857142857;-19,4;2,42857142857143;2;5,9
"2020-07-11";84;4;59;2,28571428571429;68,1428571428571;75,8571428571429;-13,4;3;3;-23,8
"2020-07-12";95;0;62,2857142857143;2,14285714285714;69;83,2857142857143;-9,7;3,14285714285714;2,71428571428571;-31,8
"2020-07-13";72;0;66,7142857142857;2;64;91,7142857142857;4,2;3;2,71428571428571;-33,3
"2020-07-14";98;11;75,8571428571429;3;60,7142857142857;98;24,9;2,85714285714286;2,85714285714286;5
"2020-07-15";109;1;83,2857142857143;2,71428571428571;60;106,714285714286;38,8;2,85714285714286;2,42857142857143;-5
"2020-07-16";119;2;91,7142857142857;2,71428571428571;57,8571428571429;113,857142857143;58,5;2,71428571428571;2,42857142857143;0
"2020-07-17";109;2;98;2,85714285714286;56,2857142857143;129,714285714286;74,1;2,57142857142857;2,42857142857143;11,1
"2020-07-18";145;1;106,714285714286;2,42857142857143;59;139,857142857143;80,9;2,28571428571429;1;6,2
"2020-07-19";145;0;113,857142857143;2,42857142857143;62,2857142857143;148,571428571429;82,8;2,14285714285714;1,28571428571429;13,3
"2020-07-20";183;0;129,714285714286;2,42857142857143;66,7142857142857;155;94,4;2;1;21,4
"2020-07-21";169;1;139,857142857143;1;75,8571428571429;161,571428571429;84,4;3;0,714285714285714;-66,7
"2020-07-22";170;3;148,571428571429;1,28571428571429;83,2857142857143;167,142857142857;78,4;2,71428571428571;0,714285714285714;-52,6
"2020-07-23";164;0;155;1;91,7142857142857;176,857142857143;69;2,71428571428571;0,714285714285714;-63,2
"2020-07-24";155;0;161,571428571429;0,714285714285714;98;180,571428571429;64,9;2,85714285714286;0,857142857142857;-75
"2020-07-25";184;1;167,142857142857;0,714285714285714;106,714285714286;188,428571428571;56,6;2,42857142857143;1,28571428571429;-70,6
"2020-07-26";213;0;176,857142857143;0,714285714285714;113,857142857143;199,571428571429;55,3;2,42857142857143;1,14285714285714;-70,6
"2020-07-27";209;1;180,571428571429;0,857142857142857;129,714285714286;224,857142857143;39,2;2,42857142857143;1,14285714285714;-64,7
"2020-07-28";224;4;188,428571428571;1,28571428571429;139,857142857143;251,428571428571;34,7;1;1,14285714285714;28,6
"2020-07-29";248;2;199,571428571429;1,14285714285714;148,571428571429;286,714285714286;34,3;1,28571428571429;1,14285714285714;-11,1
"2020-07-30";341;0;224,857142857143;1,14285714285714;155;307,571428571429;45,1;1;1,28571428571429;14,3
"2020-07-31";341;0;251,428571428571;1,14285714285714;161,571428571429;330,857142857143;55,6;0,714285714285714;1,14285714285714;60
"2020-08-01";431;1;286,714285714286;1,14285714285714;167,142857142857;368,428571428571;71,5;0,714285714285714;0,857142857142857;60
"2020-08-02";359;1;307,571428571429;1,28571428571429;176,857142857143;394,142857142857;73,9;0,714285714285714;1;80
"2020-08-03";372;0;330,857142857143;1,14285714285714;180,571428571429;431,857142857143;83,2;0,857142857142857;1;33,3
"2020-08-04";487;2;368,428571428571;0,857142857142857;188,428571428571;457;95,5;1,28571428571429;1,14285714285714;-33,3
"2020-08-05";428;3;394,142857142857;1;199,571428571429;464,571428571429;97,5;1,14285714285714;1,42857142857143;-12,5
"2020-08-06";605;0;431,857142857143;1;224,857142857143;495,714285714286;92,1;1,14285714285714;1,28571428571429;-12,5
"2020-08-07";517;1;457;1,14285714285714;251,428571428571;555;81,8;1,14285714285714;1,28571428571429;0
"2020-08-08";484;3;464,571428571429;1,42857142857143;286,714285714286;574;62;1,14285714285714;1,28571428571429;25
"2020-08-09";577;0;495,714285714286;1,28571428571429;307,571428571429;605,857142857143;61,2;1,28571428571429;1,14285714285714;0
"2020-08-10";787;0;555;1,28571428571429;330,857142857143;601,714285714286;67,7;1,14285714285714;1,71428571428571;12,5
"2020-08-11";620;2;574;1,28571428571429;368,428571428571;617,428571428571;55,8;0,857142857142857;1,85714285714286;50
"2020-08-12";651;2;605,857142857143;1,14285714285714;394,142857142857;642;53,7;1;1,71428571428571;14,3
"2020-08-13";576;4;601,714285714286;1,71428571428571;431,857142857143;630,857142857143;39,3;1;2,14285714285714;71,4
"2020-08-14";627;2;617,428571428571;1,85714285714286;457;587,857142857143;35,1;1,14285714285714;2,28571428571429;62,5
"2020-08-15";656;2;642;1,71428571428571;464,571428571429;569,714285714286;38,2;1,42857142857143;2,42857142857143;20
"2020-08-16";499;3;630,857142857143;2,14285714285714;495,714285714286;555,714285714286;27,3;1,28571428571429;3,42857142857143;66,7
"2020-08-17";486;1;587,857142857143;2,28571428571429;555;549,285714285714;5,9;1,28571428571429;3,57142857142857;77,8
"2020-08-18";493;3;569,714285714286;2,42857142857143;574;535,857142857143;-0,7;1,28571428571429;3,42857142857143;88,9
