"date_of_update","date","week","total_registerd","total_estimated","people_vaccinated","people_fully_vaccinated","ggd_total","hosp_total","care_total","ha_total","registerd_new","estimated_new","people_fully_vaccinated_new","ggd_new","hosp_new","care_new","ha_new"
2021-03-13,2021-03-12,10,1273892,2015294,1374722,458240,1166041,2015294,0,0,35446,52122,36170,0,52122,0,0
2021-03-14,2021-03-13,10,1306477,2050511,1399161,466386,1198626,2050511,0,0,32585,35217,24439,0,35217,0,0
2021-03-15,2021-03-14,10,1333619,2079968,1419517,473172,1225768,2079968,0,0,27142,29457,20356,0,29457,0,0
2021-03-16,2021-03-15,11,1355237,2097114,1417524,498048,1247386,2097114,0,0,21618,17146,-1993,0,17146,0,0
2021-03-17,2021-03-16,11,1385181,2131219,1440513,506126,1277330,2131219,0,0,29944,34105,22989,0,34105,0,0
2021-03-18,2021-03-17,11,1410860,2164631,1463146,514078,1302259,2164631,0,0,25679,33412,22633,0,33412,0,0
2021-03-19,2021-03-18,11,1438790,2198064,1486124,522151,1330189,2198064,0,0,27930,33433,22978,0,33433,0,0
2021-03-20,2021-03-19,11,1467492,2233226,1510290,530642,1358891,2233226,0,0,28702,35162,24166,0,35162,0,0
2021-03-21,2021-03-20,11,1497034,2265035,1532151,538323,1388433,2265035,0,0,29542,31809,21861,0,31809,0,0
2021-03-22,2021-03-21,11,1524791,2294978,1552695,545541,1416190,2294978,0,0,27757,29943,20544,0,29943,0,0
2021-03-23,2021-03-22,12,1545680,2355763,1509048,613381,1437079,2355763,0,0,20889,60785,-43647,0,60785,0,0
2021-03-24,2021-03-23,12,1568271,2392435,1540360,626109,1459670,2392435,0,0,22591,36672,31312,0,36672,0,0
2021-03-25,2021-03-24,12,1598336,2452636,1581594,642869,1489735,2452636,0,0,30065,60201,41234,0,60201,0,0
2021-03-26,2021-03-25,12,1630405,2515027,1612647,655492,1521804,2515027,0,0,32069,62391,31053,0,62391,0,0
2021-03-27,2021-03-26,12,1660175,2575648,1652088,671523,1551574,2575648,0,0,29770,60621,39441,0,60621,0,0
2021-03-28,2021-03-27,12,1692022,2610450,1695930,659528,1583421,2610450,0,0,31847,34802,43842,0,34802,0,0
2021-03-29,2021-03-28,12,1712853,2636479,1712741,666065,1604252,2636479,0,0,20831,26029,16811,0,26029,0,0
2021-03-30,2021-03-29,13,1750355,2748086,1732463,707625,1641754,2748086,0,0,37502,111607,19722,0,111607,0,0
2021-03-31,2021-03-30,13,1788530,2782149,1778751,726532,1679929,2782149,0,0,38175,34063,46288,0,34063,0,0
2021-04-01,2021-03-31,13,1826740,2862524,1830139,747521,1718139,2862524,0,0,38210,80375,51388,0,80375,0,0
2021-04-02,2021-04-01,13,1868323,2958559,1891538,772600,1759722,2958559,0,0,41583,96035,61399,0,96035,0,0
2021-04-03,2021-04-02,13,1911011,3045075,1946852,795192,1802410,3045075,0,0,42688,86516,55314,0,86516,0,0
2021-04-04,2021-04-03,13,1949866,3090884,1976140,807155,1841265,3090884,0,0,38855,45809,29288,0,45809,0,0
2021-04-05,2021-04-04,13,1986283,3131326,2001996,817716,1877682,3131326,0,0,36417,40442,25856,0,40442,0,0
2021-04-06,2021-04-05,14,2027647,3224565,2065707,843739,1919046,3224565,0,0,41364,93239,63711,0,93239,0,0
2021-04-07,2021-04-06,14,2072009,3317804,2104409,859546,1963408,3317804,0,0,44362,93239,38702,0,93239,0,0
2021-04-08,2021-04-07,14,2118557,3411043,2141547,874716,2009956,3411043,0,0,46548,93239,37138,0,93239,0,0
2021-04-09,2021-04-08,14,2167694,3504281,2185836,892805,2059093,3504281,0,0,49137,93238,44289,0,93238,0,0
2021-04-10,2021-04-09,14,2216144,3597520,2257855,878054,2107543,3597520,0,0,48450,93239,72019,0,93239,0,0
2021-04-11,2021-04-10,14,2263071,3690759,2291642,891194,2154470,3690759,0,0,46927,93239,33787,0,93239,0,0
2021-04-12,2021-04-11,14,2263071,3783998,2291642,891194,2154470,3783998,0,0,0,93239,0,0,93239,0,0
2021-04-13,2021-04-12,15,2263049,3900464,3042362,858102,2263049,3900464,886792,750623,-22,116466,0,0,116466,0,0
2021-04-14,2021-04-13,15,2328980,4020836,3136253,884583,2328980,0,898179,793677,65931,120372,26481,65931,0,11387,43054
2021-04-15,2021-04-14,15,2395212,4137027,3226882,910145,2395212,0,905364,836451,66232,116191,25562,66232,0,7185,42774
2021-04-16,2021-04-15,15,2460952,4253146,3317454,935692,2460952,0,913101,879093,65740,116119,25547,65740,0,7737,42642
2021-04-17,2021-04-16,15,2526423,4364511,3404319,960192,2526423,0,920157,917931,65471,111365,24500,65471,0,7056,38838
2021-04-18,2021-04-17,15,2591512,4473682,3489472,984210,2591512,0,927213,954957,65089,109171,24018,65089,0,7056,37026
2021-04-19,2021-04-18,15,2654228,4578683,3571373,1007310,2654228,0,934269,990186,62716,105001,23100,62716,0,7056,35229
2021-04-20,2021-04-19,16,2726273,4688307,3722516,965791,2726273,0,941325,1020709,72045,109624,-41519,72045,0,7056,30523
2021-04-21,2021-04-20,16,2796491,4787163,3801008,986155,2796491,0,947724,1042948,70218,98856,20364,70218,0,6399,22239
2021-04-22,2021-04-21,16,2865487,4873624,3869658,1003966,2865487,0,950060,1058077,68996,86461,17811,68996,0,2336,15129
2021-04-23,2021-04-22,16,2935098,4952724,3932463,1020261,2935098,0,951397,1066229,69611,79100,16295,69611,0,1337,8152
2021-04-24,2021-04-23,16,3005664,5039385,4001272,1038113,3005664,0,956012,1077709,70566,86661,17852,70566,0,4615,11480
2021-04-25,2021-04-24,16,3075486,5128167,4071765,1056402,3075486,0,966316,1086365,69822,88782,18289,69822,0,10304,8656
