date;infected;seroprevlence;Pfizer - vaccinated;Pfizer;Moderna - vaccinated;moderna;AstraZeneca - vaccinated;Azeneca;CureVac-vaccinated;CureVac;Janssen - vaccinated;Janssen;Moderna-top-up-vac;moderna-top-up;Novavax-vac;Novavax;Valneva-va;Valneva;Sanofi - vaccinated;Sanofi;total.vaccinated;total.pop;a60p;a70p;a80p;a90p
2020-12-27;750000;1700000;0;0;0;;0;;0;;0;;;;;;;;0;;0;17461543;10476926;12223080;13969234;15715389
2020-12-28;750000;1700000;21816;43631;0;;0;;0;;0;;;;;;;;0;;21816;17461543;10476926;12223080;13969234;15715389
2020-12-29;750000;1700000;43631;87263;0;;0;;0;;0;;;;;;;;0;;43631;17461543;10476926;12223080;13969234;15715389
2020-12-30;750000;1700000;65447;130894;0;;0;;0;;0;;;;;;;;0;;65447;17461543;10476926;12223080;13969234;15715389
2020-12-31;750000;1700000;82388;164775;0;;0;;0;;0;;;;;;;;0;;82388;17461543;10476926;12223080;13969234;15715389
2021-01-01;750000;1700000;91417;182835;0;0;0;;0;0;0;;;;;;;;0;;91417;17461543;10476926;12223080;13969234;15715389
2021-01-02;750000;1700000;100447;200894;0;0;0;;0;0;0;;;;;;;;0;;100447;17461543;10476926;12223080;13969234;15715389
2021-01-03;750000;1700000;109477;218954;0;0;0;;0;0;0;;;;;;;;0;;109477;17461543;10476926;12223080;13969234;15715389
2021-01-04;750000;1700000;118507;237013;0;0;0;;0;0;0;;;;;;;;0;;118507;17461543;10476926;12223080;13969234;15715389
2021-01-05;750000;1700000;127536;255073;0;0;0;;0;0;0;;;;;;;;0;;127536;17461543;10476926;12223080;13969234;15715389
2021-01-06;750000;1700000;136566;273132;0;0;0;;0;0;0;;;;;;;;0;;136566;17461543;10476926;12223080;13969234;15715389
2021-01-07;750000;1700000;145596;291192;0;0;0;;0;0;0;;;;;;;;0;;145596;17461543;10476926;12223080;13969234;15715389
2021-01-08;750000;1700000;154626;309251;0;0;0;;0;0;0;;;;;;;;0;;154626;17461543;10476926;12223080;13969234;15715389
2021-01-09;750000;1700000;163655;327311;0;0;0;;0;0;0;;;;;;;;0;;163655;17461543;10476926;12223080;13969234;15715389
2021-01-10;750000;1700000;172685;345370;0;0;0;;0;0;0;;;;;;;;0;;172685;17461543;10476926;12223080;13969234;15715389
2021-01-11;750000;1700000;181715;363430;2500;5000;0;;0;0;0;;;;;;;;0;;184215;17461543;10476926;12223080;13969234;15715389
2021-01-12;750000;1700000;190745;381489;5000;10000;0;;0;0;0;;;;;;;;0;;195745;17461543;10476926;12223080;13969234;15715389
2021-01-13;750000;1700000;199774;399549;7500;15000;0;;0;0;0;;;;;;;;0;;207274;17461543;10476926;12223080;13969234;15715389
2021-01-14;750000;1700000;208804;417608;10000;20000;0;;0;0;0;;;;;;;;0;;218804;17461543;10476926;12223080;13969234;15715389
2021-01-15;750000;1700000;217834;435668;12500;25000;0;;0;0;0;;;;;;;;0;;230334;17461543;10476926;12223080;13969234;15715389
2021-01-16;750000;1700000;226864;453727;15000;30000;0;;0;0;0;;;;;;;;0;;241864;17461543;10476926;12223080;13969234;15715389
2021-01-17;750000;1700000;235893;471787;17500;35000;0;;0;0;0;;;;;;;;0;;253393;17461543;10476926;12223080;13969234;15715389
2021-01-18;750000;1700000;244923;489846;20000;40000;0;;0;0;0;;;;;;;;0;;264923;17461543;10476926;12223080;13969234;15715389
2021-01-19;750000;1700000;253953;507906;22500;45000;0;;0;0;0;;;;;;;;0;;276453;17461543;10476926;12223080;13969234;15715389
2021-01-20;750000;1700000;262983;525965;25000;50000;0;;0;0;0;;;;;;;;0;;287983;17461543;10476926;12223080;13969234;15715389
2021-01-21;750000;1700000;272012;544025;27500;55000;0;;0;0;0;;;;;;;;0;;299512;17461543;10476926;12223080;13969234;15715389
2021-01-22;750000;1700000;281042;562084;30000;60000;0;;0;0;0;;;;;;;;0;;311042;17461543;10476926;12223080;13969234;15715389
2021-01-23;750000;1700000;290072;580144;32500;65000;0;;0;0;0;;;;;;;;0;;322572;17461543;10476926;12223080;13969234;15715389
2021-01-24;750000;1700000;299102;598203;35000;70000;0;;0;0;0;;;;;;;;0;;334102;17461543;10476926;12223080;13969234;15715389
2021-01-25;750000;1700000;308131;616263;37500;75000;0;;0;0;0;;;;;;;;0;;345631;17461543;10476926;12223080;13969234;15715389
2021-01-26;750000;1700000;317161;634322;40000;80000;0;;0;0;0;;;;;;;;0;;357161;17461543;10476926;12223080;13969234;15715389
2021-01-27;750000;1700000;326191;652382;42500;85000;0;;0;0;0;;;;;;;;0;;368691;17461543;10476926;12223080;13969234;15715389
2021-01-28;750000;1700000;335221;670441;45000;90000;0;;0;0;0;;;;;;;;0;;380221;17461543;10476926;12223080;13969234;15715389
2021-01-29;750000;1700000;344250;688501;47500;95000;0;;0;0;0;;;;;;;;0;;391750;17461543;10476926;12223080;13969234;15715389
2021-01-30;750000;1700000;353280;706560;50000;100000;0;;0;0;0;;;;;;;;0;;403280;17461543;10476926;12223080;13969234;15715389
2021-01-31;750000;1700000;362310;724620;52500;105000;0;;0;0;0;;;;;;;;0;;414810;17461543;10476926;12223080;13969234;15715389
2021-02-01;750000;1700000;374950;749900;55000;110000;0;;0;0;0;;;;;;;;0;;429950;17461543;10476926;12223080;13969234;15715389
2021-02-02;750000;1700000;387590;775181;57500;115000;0;;0;0;0;;;;;;;;0;;445090;17461543;10476926;12223080;13969234;15715389
2021-02-03;750000;1700000;400231;800461;60000;120000;0;;0;0;0;;;;;;;;0;;460231;17461543;10476926;12223080;13969234;15715389
2021-02-04;750000;1700000;412871;825741;62500;125000;0;;0;0;0;;;;;;;;0;;475371;17461543;10476926;12223080;13969234;15715389
2021-02-05;750000;1700000;425511;851022;65000;130000;0;;0;0;0;;;;;;;;0;;490511;17461543;10476926;12223080;13969234;15715389
2021-02-06;750000;1700000;438151;876302;67500;135000;0;;0;0;0;;;;;;;;0;;505651;17461543;10476926;12223080;13969234;15715389
2021-02-07;750000;1700000;450791;901583;70000;140000;0;;0;0;0;;;;;;;;0;;520791;17461543;10476926;12223080;13969234;15715389
2021-02-08;750000;1700000;463431;926863;72500;145000;12980;25960;0;0;0;;;;;;;;0;;548911;17461543;10476926;12223080;13969234;15715389
2021-02-09;750000;1700000;476072;952143;75000;150000;25960;51919;0;0;0;;;;;;;;0;;577031;17461543;10476926;12223080;13969234;15715389
2021-02-10;750000;1700000;488712;977424;77500;155000;38939;77879;0;0;0;;;;;;;;0;;605151;17461543;10476926;12223080;13969234;15715389
2021-02-11;750000;1700000;501352;1002704;80000;160000;51919;103838;0;0;0;;;;;;;;0;;633271;17461543;10476926;12223080;13969234;15715389
2021-02-12;750000;1700000;513992;1027984;82500;165000;64899;129798;0;0;0;;;;;;;;0;;661391;17461543;10476926;12223080;13969234;15715389
2021-02-13;750000;1700000;526632;1053265;85000;170000;77879;155757;0;0;0;;;;;;;;0;;689511;17461543;10476926;12223080;13969234;15715389
2021-02-14;750000;1700000;539273;1078545;87500;175000;90858;181717;0;0;0;;;;;;;;0;;717631;17461543;10476926;12223080;13969234;15715389
2021-02-15;750000;1700000;551913;1103825;90000;180000;103838;207676;0;0;0;;;;;;;;0;;745751;17461543;10476926;12223080;13969234;15715389
2021-02-16;750000;1700000;564553;1129106;92500;185000;116818;233636;0;0;0;;;;;;;;0;;773871;17461543;10476926;12223080;13969234;15715389
2021-02-17;750000;1700000;577193;1154386;95000;190000;129798;259595;0;0;0;;;;;;;;0;;801991;17461543;10476926;12223080;13969234;15715389
2021-02-18;750000;1700000;589833;1179666;97500;195000;142777;285555;0;0;0;;;;;;;;0;;830110;17461543;10476926;12223080;13969234;15715389
2021-02-19;750000;1700000;602473;1204947;100000;200000;155757;311514;0;0;0;;;;;;;;0;;858230;17461543;10476926;12223080;13969234;15715389
2021-02-20;750000;1700000;615114;1230227;102500;205000;168737;337474;0;0;0;;;;;;;;0;;886350;17461543;10476926;12223080;13969234;15715389
2021-02-21;750000;1700000;627754;1255508;105000;210000;181717;363433;0;0;0;;;;;;;;0;;914470;17461543;10476926;12223080;13969234;15715389
2021-02-22;750000;1700000;640394;1280788;107500;215000;194696;389393;0;0;0;;;;;;;;0;;942590;17461543;10476926;12223080;13969234;15715389
2021-02-23;750000;1700000;653034;1306068;110000;220000;207676;415352;0;0;0;;;;;;;;0;;970710;17461543;10476926;12223080;13969234;15715389
2021-02-24;750000;1700000;665674;1331349;112500;225000;220656;441312;0;0;0;;;;;;;;0;;998830;17461543;10476926;12223080;13969234;15715389
2021-02-25;750000;1700000;678314;1356629;115000;230000;233636;467271;0;0;0;;;;;;;;0;;1026950;17461543;10476926;12223080;13969234;15715389
2021-02-26;750000;1700000;690955;1381909;117500;235000;246615;493231;0;0;0;;;;;;;;0;;1055070;17461543;10476926;12223080;13969234;15715389
2021-02-27;750000;1700000;703595;1407190;120000;240000;259595;519190;0;0;0;;;;;;;;0;;1083190;17461543;10476926;12223080;13969234;15715389
2021-02-28;750000;1700000;716235;1432470;122500;245000;272575;545150;0;0;0;;;;;;;;0;;1111310;17461543;10476926;12223080;13969234;15715389
2021-03-01;750000;1700000;733143;1466287;125000;250000;285555;571109;0;0;0;;;;;;;;0;;1143698;17461543;10476926;12223080;13969234;15715389
2021-03-02;750000;1700000;750052;1500104;127500;255000;298534;597069;0;0;0;;;;;;;;0;;1176086;17461543;10476926;12223080;13969234;15715389
2021-03-03;750000;1700000;766960;1533920;130000;260000;311514;623028;0;0;0;;;;;;;;0;;1208474;17461543;10476926;12223080;13969234;15715389
2021-03-04;750000;1700000;783869;1567737;132500;265000;324494;648988;0;0;0;;;;;;;;0;;1240862;17461543;10476926;12223080;13969234;15715389
2021-03-05;750000;1700000;800777;1601554;135000;270000;337474;674947;0;0;0;;;;;;;;0;;1273250;17461543;10476926;12223080;13969234;15715389
2021-03-06;750000;1700000;817685;1635371;137500;275000;350453;700907;0;0;0;;;;;;;;0;;1305639;17461543;10476926;12223080;13969234;15715389
2021-03-07;750000;1700000;834594;1669187;140000;280000;363433;726866;0;0;0;;;;;;;;0;;1338027;17461543;10476926;12223080;13969234;15715389
2021-03-08;750000;1700000;851502;1703004;142500;285000;376413;752826;0;0;0;;;;;;;;0;;1370415;17461543;10476926;12223080;13969234;15715389
2021-03-09;750000;1700000;868410;1736821;145000;290000;389393;778785;0;0;0;;;;;;;;0;;1402803;17461543;10476926;12223080;13969234;15715389
2021-03-10;750000;1700000;885319;1770638;147500;295000;402372;804745;0;0;0;;;;;;;;0;;1435191;17461543;10476926;12223080;13969234;15715389
2021-03-11;750000;1700000;902227;1804455;150000;300000;415352;830704;0;0;0;;;;;;;;0;;1467579;17461543;10476926;12223080;13969234;15715389
2021-03-12;750000;1700000;919136;1838271;152500;305000;428332;856664;0;0;0;;;;;;;;0;;1499967;17461543;10476926;12223080;13969234;15715389
2021-03-13;750000;1700000;936044;1872088;155000;310000;441312;882623;0;0;0;;;;;;;;0;;1532356;17461543;10476926;12223080;13969234;15715389
2021-03-14;750000;1700000;952952;1905905;157500;315000;454291;908583;0;0;0;;;;;;;;0;;1564744;17461543;10476926;12223080;13969234;15715389
2021-03-15;750000;1700000;969861;1939722;160000;320000;467271;934542;0;0;0;;;;;;;;0;;1597132;17461543;10476926;12223080;13969234;15715389
2021-03-16;750000;1700000;986769;1973538;162500;325000;480251;960502;0;0;0;;;;;;;;0;;1629520;17461543;10476926;12223080;13969234;15715389
2021-03-17;750000;1700000;1003678;2007355;165000;330000;493231;986461;0;0;0;;;;;;;;0;;1661908;17461543;10476926;12223080;13969234;15715389
2021-03-18;750000;1700000;1020586;2041172;167500;335000;506210;1012421;0;0;0;;;;;;;;0;;1694296;17461543;10476926;12223080;13969234;15715389
2021-03-19;750000;1700000;1037494;2074989;170000;340000;519190;1038380;0;0;0;;;;;;;;0;;1726684;17461543;10476926;12223080;13969234;15715389
2021-03-20;750000;1700000;1054403;2108805;172500;345000;532170;1064340;0;0;0;;;;;;;;0;;1759072;17461543;10476926;12223080;13969234;15715389
2021-03-21;750000;1700000;1071311;2142622;175000;350000;545150;1090299;0;0;0;;;;;;;;0;;1791461;17461543;10476926;12223080;13969234;15715389
2021-03-22;750000;1700000;1088220;2176439;177500;355000;558129;1116259;0;0;0;;;;;;;;0;;1823849;17461543;10476926;12223080;13969234;15715389
2021-03-23;750000;1700000;1105128;2210256;180000;360000;571109;1142218;0;0;0;;;;;;;;0;;1856237;17461543;10476926;12223080;13969234;15715389
2021-03-24;750000;1700000;1122036;2244073;182500;365000;584089;1168178;0;0;0;;;;;;;;0;;1888625;17461543;10476926;12223080;13969234;15715389
2021-03-25;750000;1700000;1138945;2277889;185000;370000;597069;1194137;0;0;0;;;;;;;;0;;1921013;17461543;10476926;12223080;13969234;15715389
2021-03-26;750000;1700000;1155853;2311706;187500;375000;610048;1220097;0;0;0;;;;;;;;0;;1953401;17461543;10476926;12223080;13969234;15715389
2021-03-27;750000;1700000;1172761;2345523;190000;380000;623028;1246056;0;0;0;;;;;;;;0;;1985789;17461543;10476926;12223080;13969234;15715389
2021-03-28;750000;1700000;1189670;2379340;192500;385000;636008;1272016;0;0;0;;;;;;;;0;;2018178;17461543;10476926;12223080;13969234;15715389
2021-03-29;750000;1700000;1206578;2413156;195000;390000;648988;1297975;0;0;0;;;;;;;;0;;2050566;17461543;10476926;12223080;13969234;15715389
2021-03-30;750000;1700000;1223487;2446973;197500;395000;661967;1323935;0;0;0;;;;;;;;0;;2082954;17461543;10476926;12223080;13969234;15715389
2021-03-31;750000;1700000;1240395;2480790;200000;400000;674947;1349894;0;0;0;0;;;0;0;;;0;;2115342;17461543;10476926;12223080;13969234;15715389
2021-04-01;750000;1700000;1283252;2566504;207473;414945;712287;1424574;12637;25275;16484;32967;;;3297;6593;;;0;;2251913;17461543;10476926;12223080;13969234;15715389
2021-04-02;750000;1700000;1326109;2652219;214945;429890;749672;1499345;25275;50549;32967;65934;;;6593;13187;;;0;;2388529;17461543;10476926;12223080;13969234;15715389
2021-04-03;750000;1700000;1368966;2737933;222418;444835;787035;1574070;37912;75824;49451;98901;;;9890;19780;;;0;;2525122;17461543;10476926;12223080;13969234;15715389
2021-04-04;750000;1700000;1411824;2823647;229890;459780;824398;1648795;50549;101099;65934;131868;;;13187;26374;;;0;;2661716;17461543;10476926;12223080;13969234;15715389
2021-04-05;750000;1700000;1454681;2909361;237363;474725;861760;1723520;63187;126374;82418;164835;;;16484;32967;;;0;;2798309;17461543;10476926;12223080;13969234;15715389
2021-04-06;750000;1700000;1497538;2995076;244835;489670;899123;1798246;75824;151648;98901;197802;;;19780;39560;;;0;;2934902;17461543;10476926;12223080;13969234;15715389
2021-04-07;750000;1700000;1540395;3080790;252308;504615;936485;1872971;88462;176923;115385;230769;;;23077;46154;;;0;;3071496;17461543;10476926;12223080;13969234;15715389
2021-04-08;750000;1700000;1583252;3166504;259780;519560;973848;1947696;101099;202198;131868;263736;;;26374;52747;;;0;;3208089;17461543;10476926;12223080;13969234;15715389
2021-04-09;750000;1700000;1626109;3252219;267253;534505;1011211;2022421;113736;227473;148352;296703;;;29670;59341;;;0;;3344683;17461543;10476926;12223080;13969234;15715389
2021-04-10;750000;1700000;1668966;3337933;274725;549451;1048573;2097147;126374;252747;164835;329670;;;32967;65934;;;0;;3481276;17461543;10476926;12223080;13969234;15715389
2021-04-11;750000;1700000;1711824;3423647;282198;564396;1085936;2171872;139011;278022;181319;362637;;;36264;72527;;;0;;3617869;17461543;10476926;12223080;13969234;15715389
2021-04-12;750000;1700000;1754681;3509361;289670;579341;1123299;2246597;151648;303297;197802;395604;;;39560;79121;;;0;;3754463;17461543;10476926;12223080;13969234;15715389
2021-04-13;750000;1700000;1797538;3595076;297143;594286;1160661;2321323;164286;328571;214286;428571;;;42857;85714;;;0;;3891056;17461543;10476926;12223080;13969234;15715389
2021-04-14;750000;1700000;1840395;3680790;304615;609231;1198024;2396048;176923;353846;230769;461538;;;46154;92308;;;0;;4027650;17461543;10476926;12223080;13969234;15715389
2021-04-15;750000;1700000;1883252;3766504;312088;624176;1235387;2470773;189560;379121;247253;494505;;;49451;98901;;;0;;4164243;17461543;10476926;12223080;13969234;15715389
2021-04-16;750000;1700000;1926109;3852219;319560;639121;1272749;2545498;202198;404396;263736;527473;;;52747;105495;;;0;;4300837;17461543;10476926;12223080;13969234;15715389
2021-04-17;750000;1700000;1968966;3937933;327033;654066;1310112;2620224;214835;429670;280220;560440;;;56044;112088;;;0;;4437430;17461543;10476926;12223080;13969234;15715389
2021-04-18;750000;1700000;2011824;4023647;334505;669011;1347474;2694949;227473;454945;296703;593407;;;59341;118681;;;0;;4574023;17461543;10476926;12223080;13969234;15715389
2021-04-19;750000;1700000;2054681;4109361;341978;683956;1384837;2769674;240110;480220;313187;626374;;;62637;125275;;;0;;4710617;17461543;10476926;12223080;13969234;15715389
2021-04-20;750000;1700000;2097538;4195076;349451;698901;1422200;2844399;252747;505495;329670;659341;;;65934;131868;;;0;;4847210;17461543;10476926;12223080;13969234;15715389
2021-04-21;750000;1700000;2140395;4280790;356923;713846;1459562;2919125;265385;530769;346154;692308;;;69231;138462;;;0;;4983804;17461543;10476926;12223080;13969234;15715389
2021-04-22;750000;1700000;2183252;4366504;364396;728791;1496925;2993850;278022;556044;362637;725275;;;72527;145055;;;0;;5120397;17461543;10476926;12223080;13969234;15715389
2021-04-23;750000;1700000;2226109;4452219;371868;743736;1534288;3068575;290659;581319;379121;758242;;;75824;151648;;;0;;5256990;17461543;10476926;12223080;13969234;15715389
2021-04-24;750000;1700000;2268966;4537933;379341;758681;1571650;3143301;303297;606593;395604;791209;;;79121;158242;;;0;;5393584;17461543;10476926;12223080;13969234;15715389
2021-04-25;750000;1700000;2311824;4623647;386813;773626;1609013;3218026;315934;631868;412088;824176;;;82418;164835;;;0;;5530177;17461543;10476926;12223080;13969234;15715389
2021-04-26;750000;1700000;2354681;4709361;394286;788571;1646376;3292751;328571;657143;428571;857143;;;85714;171429;;;0;;5666771;17461543;10476926;12223080;13969234;15715389
2021-04-27;750000;1700000;2397538;4795076;401758;803516;1683738;3367476;341209;682418;445055;890110;;;89011;178022;;;0;;5803364;17461543;10476926;12223080;13969234;15715389
2021-04-28;750000;1700000;2440395;4880790;409231;818462;1721101;3442202;353846;707692;461538;923077;;;92308;184615;;;0;;5939957;17461543;10476926;12223080;13969234;15715389
2021-04-29;750000;1700000;2483252;4966504;416703;833407;1758463;3516927;366484;732967;478022;956044;;;95604;191209;;;0;;6076551;17461543;10476926;12223080;13969234;15715389
2021-04-30;750000;1700000;2526109;5052219;424176;848352;1795826;3591652;379121;758242;494505;989011;;;98901;197802;;;0;;6213144;17461543;10476926;12223080;13969234;15715389
2021-05-01;750000;1700000;2568966;5137933;431648;863297;1833189;3666378;391758;783516;510989;1021978;;;102198;204396;;;0;;6349738;17461543;10476926;12223080;13969234;15715389
2021-05-02;750000;1700000;2611824;5223647;439121;878242;1870551;3741103;404396;808791;527473;1054945;;;105495;210989;;;0;;6486331;17461543;10476926;12223080;13969234;15715389
2021-05-03;750000;1700000;2654681;5309361;446593;893187;1907914;3815828;417033;834066;543956;1087912;;;108791;217582;;;0;;6622924;17461543;10476926;12223080;13969234;15715389
2021-05-04;750000;1700000;2697538;5395076;454066;908132;1945277;3890553;429670;859341;560440;1120879;;;112088;224176;;;0;;6759518;17461543;10476926;12223080;13969234;15715389
2021-05-05;750000;1700000;2740395;5480790;461538;923077;1982639;3965279;442308;884615;576923;1153846;;;115385;230769;;;0;;6896111;17461543;10476926;12223080;13969234;15715389
2021-05-06;750000;1700000;2783252;5566504;469011;938022;2020002;4040004;454945;909890;593407;1186813;;;118681;237363;;;0;;7032705;17461543;10476926;12223080;13969234;15715389
2021-05-07;750000;1700000;2826109;5652219;476484;952967;2057365;4114729;467582;935165;609890;1219780;;;121978;243956;;;0;;7169298;17461543;10476926;12223080;13969234;15715389
2021-05-08;750000;1700000;2868966;5737933;483956;967912;2094727;4189454;480220;960440;626374;1252747;;;125275;250549;;;0;;7305891;17461543;10476926;12223080;13969234;15715389
2021-05-09;750000;1700000;2911824;5823647;491429;982857;2132090;4264180;492857;985714;642857;1285714;;;128571;257143;;;0;;7442485;17461543;10476926;12223080;13969234;15715389
2021-05-10;750000;1700000;2954681;5909361;498901;997802;2169452;4338905;505495;1010989;659341;1318681;;;131868;263736;;;0;;7579078;17461543;10476926;12223080;13969234;15715389
2021-05-11;750000;1700000;2997538;5995076;506374;1012747;2206815;4413630;518132;1036264;675824;1351648;;;135165;270330;;;0;;7715672;17461543;10476926;12223080;13969234;15715389
2021-05-12;750000;1700000;3040395;6080790;513846;1027692;2244178;4488356;530769;1061538;692308;1384615;;;138462;276923;;;0;;7852265;17461543;10476926;12223080;13969234;15715389
2021-05-13;750000;1700000;3083252;6166504;521319;1042637;2281540;4563081;543407;1086813;708791;1417582;;;141758;283516;;;0;;7988858;17461543;10476926;12223080;13969234;15715389
2021-05-14;750000;1700000;3126109;6252219;528791;1057582;2318903;4637806;556044;1112088;725275;1450549;;;145055;290110;;;0;;8125452;17461543;10476926;12223080;13969234;15715389
2021-05-15;750000;1700000;3168966;6337933;536264;1072527;2356266;4712531;568681;1137363;741758;1483516;;;148352;296703;;;0;;8262045;17461543;10476926;12223080;13969234;15715389
2021-05-16;750000;1700000;3211824;6423647;543736;1087473;2393628;4787257;581319;1162637;758242;1516484;;;151648;303297;;;0;;8398639;17461543;10476926;12223080;13969234;15715389
2021-05-17;750000;1700000;3254681;6509361;551209;1102418;2430991;4861982;593956;1187912;774725;1549451;;;154945;309890;;;0;;8535232;17461543;10476926;12223080;13969234;15715389
2021-05-18;750000;1700000;3297538;6595076;558681;1117363;2468354;4936707;606593;1213187;791209;1582418;;;158242;316484;;;0;;8671826;17461543;10476926;12223080;13969234;15715389
2021-05-19;750000;1700000;3340395;6680790;566154;1132308;2505716;5011432;619231;1238462;807692;1615385;;;161538;323077;;;0;;8808419;17461543;10476926;12223080;13969234;15715389
2021-05-20;750000;1700000;3383252;6766504;573626;1147253;2543079;5086158;631868;1263736;824176;1648352;;;164835;329670;;;0;;8945012;17461543;10476926;12223080;13969234;15715389
2021-05-21;750000;1700000;3426109;6852219;581099;1162198;2580442;5160883;644505;1289011;840659;1681319;;;168132;336264;;;0;;9081606;17461543;10476926;12223080;13969234;15715389
2021-05-22;750000;1700000;3468966;6937933;588571;1177143;2617804;5235608;657143;1314286;857143;1714286;;;171429;342857;;;0;;9218199;17461543;10476926;12223080;13969234;15715389
2021-05-23;750000;1700000;3511824;7023647;596044;1192088;2655167;5310334;669780;1339560;873626;1747253;;;174725;349451;;;0;;9354793;17461543;10476926;12223080;13969234;15715389
2021-05-24;750000;1700000;3554681;7109361;603516;1207033;2692529;5385059;682418;1364835;890110;1780220;;;178022;356044;;;0;;9491386;17461543;10476926;12223080;13969234;15715389
2021-05-25;750000;1700000;3597538;7195076;610989;1221978;2729892;5459784;695055;1390110;906593;1813187;;;181319;362637;;;0;;9627979;17461543;10476926;12223080;13969234;15715389
2021-05-26;750000;1700000;3640395;7280790;618462;1236923;2767255;5534509;707692;1415385;923077;1846154;;;184615;369231;;;0;;9764573;17461543;10476926;12223080;13969234;15715389
2021-05-27;750000;1700000;3683252;7366504;625934;1251868;2804617;5609235;720330;1440659;939560;1879121;;;187912;375824;;;0;;9901166;17461543;10476926;12223080;13969234;15715389
2021-05-28;750000;1700000;3726109;7452219;633407;1266813;2841980;5683960;732967;1465934;956044;1912088;;;191209;382418;;;0;;10037760;17461543;10476926;12223080;13969234;15715389
2021-05-29;750000;1700000;3768966;7537933;640879;1281758;2879343;5758685;745604;1491209;972527;1945055;;;194505;389011;;;0;;10174353;17461543;10476926;12223080;13969234;15715389
2021-05-30;750000;1700000;3811824;7623647;648352;1296703;2916705;5833410;758242;1516484;989011;1978022;;;197802;395604;;;0;;10310946;17461543;10476926;12223080;13969234;15715389
2021-05-31;750000;1700000;3854681;7709361;655824;1311648;2954068;5908136;770879;1541758;1005495;2010989;;;201099;402198;;;0;;10447540;17461543;10476926;12223080;13969234;15715389
2021-06-01;750000;1700000;3897538;7795076;663297;1326593;2991431;5982861;783516;1567033;1021978;2043956;;;204396;408791;;;0;;10584133;17461543;10476926;12223080;13969234;15715389
2021-06-02;750000;1700000;3940395;7880790;670769;1341538;3028793;6057586;796154;1592308;1038462;2076923;;;207692;415385;;;0;;10720727;17461543;10476926;12223080;13969234;15715389
2021-06-03;750000;1700000;3983252;7966504;678242;1356484;3066156;6132312;808791;1617582;1054945;2109890;;;210989;421978;;;0;;10857320;17461543;10476926;12223080;13969234;15715389
2021-06-04;750000;1700000;4026109;8052219;685714;1371429;3103518;6207037;821429;1642857;1071429;2142857;;;214286;428571;;;0;;10993913;17461543;10476926;12223080;13969234;15715389
2021-06-05;750000;1700000;4068966;8137933;693187;1386374;3140881;6281762;834066;1668132;1087912;2175824;;;217582;435165;;;0;;11130507;17461543;10476926;12223080;13969234;15715389
2021-06-06;750000;1700000;4111824;8223647;700659;1401319;3178244;6356487;846703;1693407;1104396;2208791;;;220879;441758;;;0;;11267100;17461543;10476926;12223080;13969234;15715389
2021-06-07;750000;1700000;4154681;8309361;708132;1416264;3215606;6431213;859341;1718681;1120879;2241758;;;224176;448352;;;0;;11403694;17461543;10476926;12223080;13969234;15715389
2021-06-08;750000;1700000;4197538;8395076;715604;1431209;3252969;6505938;871978;1743956;1137363;2274725;;;227473;454945;;;0;;11540287;17461543;10476926;12223080;13969234;15715389
2021-06-09;750000;1700000;4240395;8480790;723077;1446154;3290332;6580663;884615;1769231;1153846;2307692;;;230769;461538;;;0;;11676880;17461543;10476926;12223080;13969234;15715389
2021-06-10;750000;1700000;4283252;8566504;730549;1461099;3327694;6655389;897253;1794505;1170330;2340659;;;234066;468132;;;0;;11813474;17461543;10476926;12223080;13969234;15715389
2021-06-11;750000;1700000;4326109;8652219;738022;1476044;3365057;6730114;909890;1819780;1186813;2373626;;;237363;474725;;;0;;11950067;17461543;10476926;12223080;13969234;15715389
2021-06-12;750000;1700000;4368966;8737933;745495;1490989;3402420;6804839;922527;1845055;1203297;2406593;;;240659;481319;;;0;;12086661;17461543;10476926;12223080;13969234;15715389
2021-06-13;750000;1700000;4411824;8823647;752967;1505934;3439782;6879564;935165;1870330;1219780;2439560;;;243956;487912;;;0;;12223254;17461543;10476926;12223080;13969234;15715389
2021-06-14;750000;1700000;4454681;8909361;760440;1520879;3477145;6954290;947802;1895604;1236264;2472527;;;247253;494505;;;0;;12359847;17461543;10476926;12223080;13969234;15715389
2021-06-15;750000;1700000;4497538;8995076;767912;1535824;3514507;7029015;960440;1920879;1252747;2505495;;;250549;501099;;;0;;12496441;17461543;10476926;12223080;13969234;15715389
2021-06-16;750000;1700000;4540395;9080790;775385;1550769;3551870;7103740;973077;1946154;1269231;2538462;;;253846;507692;;;0;;12633034;17461543;10476926;12223080;13969234;15715389
2021-06-17;750000;1700000;4583252;9166504;782857;1565714;3589233;7178465;985714;1971429;1285714;2571429;;;257143;514286;;;0;;12769628;17461543;10476926;12223080;13969234;15715389
2021-06-18;750000;1700000;4626109;9252219;790330;1580659;3626595;7253191;998352;1996703;1302198;2604396;;;260440;520879;;;0;;12906221;17461543;10476926;12223080;13969234;15715389
2021-06-19;750000;1700000;4668966;9337933;797802;1595604;3663958;7327916;1010989;2021978;1318681;2637363;;;263736;527473;;;0;;13042815;17461543;10476926;12223080;13969234;15715389
2021-06-20;750000;1700000;4711824;9423647;805275;1610549;3701321;7402641;1023626;2047253;1335165;2670330;;;267033;534066;;;0;;13179408;17461543;10476926;12223080;13969234;15715389
